GP,Driver,Stint,Compound,StintLength,FreshTyre
Abu Dhabi Grand Prix,ALB,1,MEDIUM,12,1
Abu Dhabi Grand Prix,ALB,2,HARD,45,1
Abu Dhabi Grand Prix,ALO,1,MEDIUM,14,0
Abu Dhabi Grand Prix,ALO,2,HARD,25,0
Abu Dhabi Grand Prix,ALO,3,HARD,22,0
Abu Dhabi Grand Prix,BOT,1,MEDIUM,6,1
Abu Dhabi Grand Prix,BOT,2,HARD,23,1
Abu Dhabi Grand Prix,COL,1,MEDIUM,3,1
Abu Dhabi Grand Prix,COL,2,HARD,23,1
Abu Dhabi Grand Prix,DOO,1,MEDIUM,22,1
Abu Dhabi Grand Prix,DOO,2,HARD,35,1
Abu Dhabi Grand Prix,GAS,1,MEDIUM,14,1
Abu Dhabi Grand Prix,GAS,2,HARD,44,1
Abu Dhabi Grand Prix,HAM,1,HARD,34,1
Abu Dhabi Grand Prix,HAM,2,MEDIUM,25,0
Abu Dhabi Grand Prix,HUL,1,MEDIUM,13,1
Abu Dhabi Grand Prix,HUL,2,HARD,45,1
Abu Dhabi Grand Prix,LAW,1,MEDIUM,23,1
Abu Dhabi Grand Prix,LAW,2,HARD,1,1
Abu Dhabi Grand Prix,LAW,3,HARD,6,0
Abu Dhabi Grand Prix,LAW,4,HARD,32,0
Abu Dhabi Grand Prix,LEC,1,MEDIUM,20,1
Abu Dhabi Grand Prix,LEC,2,HARD,38,1
Abu Dhabi Grand Prix,MAG,1,MEDIUM,12,1
Abu Dhabi Grand Prix,MAG,2,HARD,17,1
Abu Dhabi Grand Prix,MAG,3,HARD,1,1
Abu Dhabi Grand Prix,MAG,4,SOFT,25,1
Abu Dhabi Grand Prix,MAG,5,SOFT,5,0
Abu Dhabi Grand Prix,NOR,1,MEDIUM,26,1
Abu Dhabi Grand Prix,NOR,2,HARD,32,1
Abu Dhabi Grand Prix,PIA,1,MEDIUM,4,1
Abu Dhabi Grand Prix,PIA,2,HARD,28,1
Abu Dhabi Grand Prix,PIA,3,HARD,26,1
Abu Dhabi Grand Prix,RUS,1,MEDIUM,27,0
Abu Dhabi Grand Prix,RUS,2,HARD,32,1
Abu Dhabi Grand Prix,SAI,1,MEDIUM,25,1
Abu Dhabi Grand Prix,SAI,2,HARD,33,1
Abu Dhabi Grand Prix,STR,1,MEDIUM,12,0
Abu Dhabi Grand Prix,STR,2,HARD,22,0
Abu Dhabi Grand Prix,STR,3,HARD,25,0
Abu Dhabi Grand Prix,TSU,1,MEDIUM,22,1
Abu Dhabi Grand Prix,TSU,2,HARD,35,1
Abu Dhabi Grand Prix,VER,1,MEDIUM,29,1
Abu Dhabi Grand Prix,VER,2,HARD,29,1
Abu Dhabi Grand Prix,ZHO,1,MEDIUM,12,1
Abu Dhabi Grand Prix,ZHO,2,HARD,27,1
Abu Dhabi Grand Prix,ZHO,3,HARD,18,1
Australian Grand Prix,ALB,1,MEDIUM,6,1
Australian Grand Prix,ALB,2,HARD,21,1
Australian Grand Prix,ALB,3,HARD,30,1
Australian Grand Prix,ALO,1,HARD,18,0
Australian Grand Prix,ALO,2,MEDIUM,25,0
Australian Grand Prix,ALO,3,HARD,18,0
Australian Grand Prix,BOT,1,MEDIUM,9,0
Australian Grand Prix,BOT,2,HARD,29,0
Australian Grand Prix,BOT,3,HARD,21,1
Australian Grand Prix,GAS,1,MEDIUM,17,1
Australian Grand Prix,GAS,2,HARD,24,1
Australian Grand Prix,GAS,3,HARD,16,1
Australian Grand Prix,HAM,1,SOFT,7,1
Australian Grand Prix,HAM,2,HARD,8,1
Australian Grand Prix,HUL,1,HARD,17,1
Australian Grand Prix,HUL,2,MEDIUM,18,1
Australian Grand Prix,HUL,3,HARD,23,1
Australian Grand Prix,LEC,1,MEDIUM,9,1
Australian Grand Prix,LEC,2,HARD,25,1
Australian Grand Prix,LEC,3,HARD,24,1
Australian Grand Prix,MAG,1,MEDIUM,7,1
Australian Grand Prix,MAG,2,HARD,26,1
Australian Grand Prix,MAG,3,HARD,24,1
Australian Grand Prix,NOR,1,MEDIUM,14,1
Australian Grand Prix,NOR,2,HARD,27,0
Australian Grand Prix,NOR,3,HARD,19,0
Australian Grand Prix,OCO,1,MEDIUM,9,1
Australian Grand Prix,OCO,2,HARD,7,1
Australian Grand Prix,OCO,3,HARD,26,1
Australian Grand Prix,OCO,4,HARD,22,0
Australian Grand Prix,PER,1,MEDIUM,14,1
Australian Grand Prix,PER,2,HARD,21,1
Australian Grand Prix,PER,3,HARD,23,1
Australian Grand Prix,PIA,1,MEDIUM,9,1
Australian Grand Prix,PIA,2,HARD,31,0
Australian Grand Prix,PIA,3,HARD,20,0
Australian Grand Prix,RIC,1,SOFT,5,1
Australian Grand Prix,RIC,2,HARD,24,1
Australian Grand Prix,RIC,3,HARD,28,1
Australian Grand Prix,RUS,1,MEDIUM,8,1
Australian Grand Prix,RUS,2,HARD,37,1
Australian Grand Prix,RUS,3,HARD,11,1
Australian Grand Prix,SAI,1,MEDIUM,16,1
Australian Grand Prix,SAI,2,HARD,25,1
Australian Grand Prix,SAI,3,HARD,17,1
Australian Grand Prix,STR,1,MEDIUM,9,0
Australian Grand Prix,STR,2,HARD,30,0
Australian Grand Prix,STR,3,HARD,22,0
Australian Grand Prix,TSU,1,MEDIUM,9,1
Australian Grand Prix,TSU,2,HARD,27,1
Australian Grand Prix,TSU,3,HARD,22,1
Australian Grand Prix,VER,1,MEDIUM,3,1
Australian Grand Prix,ZHO,1,SOFT,6,1
Australian Grand Prix,ZHO,2,HARD,30,0
Australian Grand Prix,ZHO,3,HARD,22,1
Austrian Grand Prix,ALB,1,MEDIUM,12,1
Austrian Grand Prix,ALB,2,HARD,27,1
Austrian Grand Prix,ALB,3,HARD,31,1
Austrian Grand Prix,ALO,1,MEDIUM,14,0
Austrian Grand Prix,ALO,2,MEDIUM,25,0
Austrian Grand Prix,ALO,3,HARD,34,0
Austrian Grand Prix,ALO,4,SOFT,2,1
Austrian Grand Prix,BOT,1,MEDIUM,19,1
Austrian Grand Prix,BOT,2,HARD,23,1
Austrian Grand Prix,BOT,3,HARD,28,1
Austrian Grand Prix,GAS,1,MEDIUM,20,1
Austrian Grand Prix,GAS,2,HARD,22,1
Austrian Grand Prix,GAS,3,MEDIUM,29,1
Austrian Grand Prix,HAM,1,MEDIUM,21,1
Austrian Grand Prix,HAM,2,HARD,32,1
Austrian Grand Prix,HAM,3,MEDIUM,18,1
Austrian Grand Prix,HUL,1,MEDIUM,11,1
Austrian Grand Prix,HUL,2,HARD,28,1
Austrian Grand Prix,HUL,3,HARD,32,1
Austrian Grand Prix,LEC,1,MEDIUM,1,1
Austrian Grand Prix,LEC,2,HARD,15,1
Austrian Grand Prix,LEC,3,MEDIUM,17,1
Austrian Grand Prix,LEC,4,MEDIUM,19,0
Austrian Grand Prix,LEC,5,MEDIUM,26,0
Austrian Grand Prix,MAG,1,MEDIUM,10,1
Austrian Grand Prix,MAG,2,HARD,28,1
Austrian Grand Prix,MAG,3,HARD,33,1
Austrian Grand Prix,NOR,1,MEDIUM,23,1
Austrian Grand Prix,NOR,2,HARD,28,0
Austrian Grand Prix,NOR,3,MEDIUM,13,1
Austrian Grand Prix,OCO,1,MEDIUM,19,1
Austrian Grand Prix,OCO,2,HARD,24,1
Austrian Grand Prix,OCO,3,MEDIUM,28,1
Austrian Grand Prix,PER,1,MEDIUM,21,1
Austrian Grand Prix,PER,2,HARD,30,1
Austrian Grand Prix,PER,3,MEDIUM,25,0
Austrian Grand Prix,PIA,1,MEDIUM,25,1
Austrian Grand Prix,PIA,2,HARD,26,0
Austrian Grand Prix,PIA,3,MEDIUM,20,1
Austrian Grand Prix,RIC,1,MEDIUM,10,1
Austrian Grand Prix,RIC,2,HARD,27,0
Austrian Grand Prix,RIC,3,HARD,34,1
Austrian Grand Prix,RUS,1,MEDIUM,22,1
Austrian Grand Prix,RUS,2,MEDIUM,24,1
Austrian Grand Prix,RUS,3,HARD,25,1
Austrian Grand Prix,SAI,1,MEDIUM,22,1
Austrian Grand Prix,SAI,2,HARD,25,1
Austrian Grand Prix,SAI,3,MEDIUM,24,1
Austrian Grand Prix,SAR,1,MEDIUM,1,1
Austrian Grand Prix,SAR,2,MEDIUM,25,0
Austrian Grand Prix,SAR,3,HARD,29,1
Austrian Grand Prix,SAR,4,MEDIUM,21,0
Austrian Grand Prix,STR,1,MEDIUM,21,0
Austrian Grand Prix,STR,2,MEDIUM,23,0
Austrian Grand Prix,STR,3,HARD,28,0
Austrian Grand Prix,TSU,1,MEDIUM,21,1
Austrian Grand Prix,TSU,2,HARD,23,0
Austrian Grand Prix,TSU,3,HARD,26,1
Austrian Grand Prix,VER,1,MEDIUM,23,1
Austrian Grand Prix,VER,2,HARD,28,1
Austrian Grand Prix,VER,3,MEDIUM,16,0
Austrian Grand Prix,VER,4,SOFT,10,0
Austrian Grand Prix,ZHO,1,HARD,28,1
Austrian Grand Prix,ZHO,2,MEDIUM,23,1
Austrian Grand Prix,ZHO,3,HARD,19,1
Azerbaijan Grand Prix,ALB,1,HARD,31,1
Azerbaijan Grand Prix,ALB,2,MEDIUM,18,1
Azerbaijan Grand Prix,ALO,1,MEDIUM,12,0
Azerbaijan Grand Prix,ALO,2,HARD,39,0
Azerbaijan Grand Prix,BEA,1,MEDIUM,14,1
Azerbaijan Grand Prix,BEA,2,HARD,35,1
Azerbaijan Grand Prix,BOT,1,MEDIUM,12,0
Azerbaijan Grand Prix,BOT,2,HARD,39,0
Azerbaijan Grand Prix,COL,1,MEDIUM,10,1
Azerbaijan Grand Prix,COL,2,HARD,39,1
Azerbaijan Grand Prix,GAS,1,HARD,49,1
Azerbaijan Grand Prix,HAM,1,MEDIUM,12,1
Azerbaijan Grand Prix,HAM,2,HARD,37,0
Azerbaijan Grand Prix,HUL,1,MEDIUM,15,1
Azerbaijan Grand Prix,HUL,2,HARD,34,1
Azerbaijan Grand Prix,LEC,1,MEDIUM,16,1
Azerbaijan Grand Prix,LEC,2,HARD,34,1
Azerbaijan Grand Prix,NOR,1,HARD,37,1
Azerbaijan Grand Prix,NOR,2,MEDIUM,13,1
Azerbaijan Grand Prix,OCO,1,HARD,52,0
Azerbaijan Grand Prix,PER,1,MEDIUM,13,1
Azerbaijan Grand Prix,PER,2,HARD,36,1
Azerbaijan Grand Prix,PIA,1,MEDIUM,15,1
Azerbaijan Grand Prix,PIA,2,HARD,35,1
Azerbaijan Grand Prix,RIC,1,HARD,50,0
Azerbaijan Grand Prix,RUS,1,MEDIUM,12,1
Azerbaijan Grand Prix,RUS,2,HARD,38,1
Azerbaijan Grand Prix,SAI,1,MEDIUM,17,1
Azerbaijan Grand Prix,SAI,2,HARD,32,1
Azerbaijan Grand Prix,STR,1,MEDIUM,2,0
Azerbaijan Grand Prix,STR,2,HARD,22,0
Azerbaijan Grand Prix,STR,3,HARD,24,0
Azerbaijan Grand Prix,TSU,1,MEDIUM,13,0
Azerbaijan Grand Prix,TSU,2,HARD,3,0
Azerbaijan Grand Prix,VER,1,MEDIUM,12,1
Azerbaijan Grand Prix,VER,2,HARD,37,1
Azerbaijan Grand Prix,ZHO,1,HARD,35,0
Azerbaijan Grand Prix,ZHO,2,MEDIUM,16,0
Bahrain Grand Prix,ALB,1,SOFT,15,1
Bahrain Grand Prix,ALB,2,HARD,21,1
Bahrain Grand Prix,ALB,3,HARD,20,1
Bahrain Grand Prix,ALO,1,SOFT,18,0
Bahrain Grand Prix,ALO,2,HARD,26,1
Bahrain Grand Prix,ALO,3,HARD,16,1
Bahrain Grand Prix,BOT,1,SOFT,12,1
Bahrain Grand Prix,BOT,2,HARD,18,1
Bahrain Grand Prix,BOT,3,HARD,26,1
Bahrain Grand Prix,GAS,1,SOFT,12,1
Bahrain Grand Prix,GAS,2,HARD,19,1
Bahrain Grand Prix,GAS,3,HARD,12,1
Bahrain Grand Prix,GAS,4,SOFT,13,1
Bahrain Grand Prix,HAM,1,SOFT,15,0
Bahrain Grand Prix,HAM,2,HARD,21,1
Bahrain Grand Prix,HAM,3,HARD,24,1
Bahrain Grand Prix,HUL,1,SOFT,1,1
Bahrain Grand Prix,HUL,2,HARD,19,1
Bahrain Grand Prix,HUL,3,HARD,21,1
Bahrain Grand Prix,HUL,4,SOFT,16,0
Bahrain Grand Prix,LEC,1,SOFT,14,0
Bahrain Grand Prix,LEC,2,HARD,23,1
Bahrain Grand Prix,LEC,3,HARD,23,1
Bahrain Grand Prix,MAG,1,SOFT,11,1
Bahrain Grand Prix,MAG,2,HARD,21,1
Bahrain Grand Prix,MAG,3,HARD,24,1
Bahrain Grand Prix,NOR,1,SOFT,16,0
Bahrain Grand Prix,NOR,2,HARD,20,1
Bahrain Grand Prix,NOR,3,HARD,24,1
Bahrain Grand Prix,OCO,1,SOFT,10,1
Bahrain Grand Prix,OCO,2,HARD,20,1
Bahrain Grand Prix,OCO,3,HARD,26,1
Bahrain Grand Prix,PER,1,SOFT,15,0
Bahrain Grand Prix,PER,2,HARD,24,1
Bahrain Grand Prix,PER,3,SOFT,21,1
Bahrain Grand Prix,PIA,1,SOFT,15,0
Bahrain Grand Prix,PIA,2,HARD,22,1
Bahrain Grand Prix,PIA,3,HARD,23,1
Bahrain Grand Prix,RIC,1,SOFT,16,0
Bahrain Grand Prix,RIC,2,HARD,22,1
Bahrain Grand Prix,RIC,3,SOFT,21,1
Bahrain Grand Prix,RUS,1,SOFT,14,0
Bahrain Grand Prix,RUS,2,HARD,20,1
Bahrain Grand Prix,RUS,3,HARD,26,1
Bahrain Grand Prix,SAI,1,SOFT,17,0
Bahrain Grand Prix,SAI,2,HARD,21,1
Bahrain Grand Prix,SAI,3,HARD,22,1
Bahrain Grand Prix,SAR,1,SOFT,9,1
Bahrain Grand Prix,SAR,2,HARD,18,1
Bahrain Grand Prix,SAR,3,HARD,12,1
Bahrain Grand Prix,SAR,4,SOFT,15,1
Bahrain Grand Prix,STR,1,SOFT,9,1
Bahrain Grand Prix,STR,2,HARD,18,1
Bahrain Grand Prix,STR,3,HARD,30,1
Bahrain Grand Prix,TSU,1,SOFT,14,1
Bahrain Grand Prix,TSU,2,HARD,20,1
Bahrain Grand Prix,TSU,3,HARD,22,1
Bahrain Grand Prix,VER,1,SOFT,20,0
Bahrain Grand Prix,VER,2,HARD,20,1
Bahrain Grand Prix,VER,3,SOFT,20,1
Bahrain Grand Prix,ZHO,1,SOFT,9,1
Bahrain Grand Prix,ZHO,2,HARD,19,1
Bahrain Grand Prix,ZHO,3,HARD,28,1
Belgian Grand Prix,ALB,1,MEDIUM,8,1
Belgian Grand Prix,ALB,2,MEDIUM,15,1
Belgian Grand Prix,ALB,3,HARD,21,1
Belgian Grand Prix,ALO,1,MEDIUM,13,1
Belgian Grand Prix,ALO,2,MEDIUM,31,1
Belgian Grand Prix,BOT,1,MEDIUM,11,1
Belgian Grand Prix,BOT,2,HARD,24,1
Belgian Grand Prix,BOT,3,MEDIUM,9,1
Belgian Grand Prix,GAS,1,MEDIUM,9,1
Belgian Grand Prix,GAS,2,HARD,19,1
Belgian Grand Prix,GAS,3,HARD,16,1
Belgian Grand Prix,HAM,1,MEDIUM,11,1
Belgian Grand Prix,HAM,2,HARD,15,1
Belgian Grand Prix,HAM,3,HARD,18,1
Belgian Grand Prix,HUL,1,MEDIUM,7,1
Belgian Grand Prix,HUL,2,HARD,13,1
Belgian Grand Prix,HUL,3,MEDIUM,24,1
Belgian Grand Prix,LEC,1,MEDIUM,12,1
Belgian Grand Prix,LEC,2,HARD,13,1
Belgian Grand Prix,LEC,3,HARD,19,1
Belgian Grand Prix,MAG,1,MEDIUM,17,1
Belgian Grand Prix,MAG,2,HARD,27,1
Belgian Grand Prix,NOR,1,MEDIUM,15,1
Belgian Grand Prix,NOR,2,HARD,14,1
Belgian Grand Prix,NOR,3,HARD,15,1
Belgian Grand Prix,OCO,1,MEDIUM,12,1
Belgian Grand Prix,OCO,2,HARD,18,1
Belgian Grand Prix,OCO,3,HARD,14,1
Belgian Grand Prix,PER,1,MEDIUM,11,1
Belgian Grand Prix,PER,2,MEDIUM,10,1
Belgian Grand Prix,PER,3,HARD,21,1
Belgian Grand Prix,PER,4,SOFT,2,1
Belgian Grand Prix,PIA,1,MEDIUM,11,1
Belgian Grand Prix,PIA,2,HARD,19,1
Belgian Grand Prix,PIA,3,HARD,14,1
Belgian Grand Prix,RIC,1,SOFT,8,1
Belgian Grand Prix,RIC,2,MEDIUM,13,1
Belgian Grand Prix,RIC,3,SOFT,23,1
Belgian Grand Prix,RUS,1,MEDIUM,10,1
Belgian Grand Prix,RUS,2,HARD,34,1
Belgian Grand Prix,SAI,1,HARD,20,1
Belgian Grand Prix,SAI,2,MEDIUM,8,1
Belgian Grand Prix,SAI,3,HARD,16,1
Belgian Grand Prix,SAR,1,MEDIUM,8,1
Belgian Grand Prix,SAR,2,MEDIUM,16,1
Belgian Grand Prix,SAR,3,HARD,20,1
Belgian Grand Prix,STR,1,MEDIUM,12,1
Belgian Grand Prix,STR,2,MEDIUM,32,1
Belgian Grand Prix,TSU,1,MEDIUM,15,1
Belgian Grand Prix,TSU,2,SOFT,29,1
Belgian Grand Prix,VER,1,MEDIUM,10,1
Belgian Grand Prix,VER,2,HARD,18,1
Belgian Grand Prix,VER,3,MEDIUM,16,1
Belgian Grand Prix,ZHO,1,HARD,5,1
British Grand Prix,ALB,1,MEDIUM,27,1
British Grand Prix,ALB,2,INTERMEDIATE,11,1
British Grand Prix,ALB,3,MEDIUM,14,1
British Grand Prix,ALO,1,MEDIUM,27,1
British Grand Prix,ALO,2,INTERMEDIATE,11,1
British Grand Prix,ALO,3,MEDIUM,14,1
British Grand Prix,BOT,1,MEDIUM,26,1
British Grand Prix,BOT,2,INTERMEDIATE,11,1
British Grand Prix,BOT,3,SOFT,14,1
British Grand Prix,HAM,1,MEDIUM,27,1
British Grand Prix,HAM,2,INTERMEDIATE,11,1
British Grand Prix,HAM,3,SOFT,15,0
British Grand Prix,HUL,1,MEDIUM,26,1
British Grand Prix,HUL,2,INTERMEDIATE,13,1
British Grand Prix,HUL,3,SOFT,16,0
British Grand Prix,LEC,1,MEDIUM,19,1
British Grand Prix,LEC,2,INTERMEDIATE,8,1
British Grand Prix,LEC,3,INTERMEDIATE,10,1
British Grand Prix,LEC,4,SOFT,14,1
British Grand Prix,MAG,1,MEDIUM,27,1
British Grand Prix,MAG,2,INTERMEDIATE,10,1
British Grand Prix,MAG,3,SOFT,15,1
British Grand Prix,NOR,1,MEDIUM,27,1
British Grand Prix,NOR,2,INTERMEDIATE,12,1
British Grand Prix,NOR,3,SOFT,15,0
British Grand Prix,OCO,1,SOFT,19,1
British Grand Prix,OCO,2,INTERMEDIATE,2,1
British Grand Prix,OCO,3,MEDIUM,5,1
British Grand Prix,OCO,4,INTERMEDIATE,12,1
British Grand Prix,OCO,5,MEDIUM,12,1
British Grand Prix,PER,1,HARD,19,1
British Grand Prix,PER,2,INTERMEDIATE,9,1
British Grand Prix,PER,3,INTERMEDIATE,9,1
British Grand Prix,PER,4,MEDIUM,10,1
British Grand Prix,PER,5,SOFT,3,1
British Grand Prix,PIA,1,MEDIUM,28,1
British Grand Prix,PIA,2,INTERMEDIATE,10,1
British Grand Prix,PIA,3,MEDIUM,14,1
British Grand Prix,RIC,1,MEDIUM,26,1
British Grand Prix,RIC,2,INTERMEDIATE,11,1
British Grand Prix,RIC,3,SOFT,14,1
British Grand Prix,RUS,1,MEDIUM,27,1
British Grand Prix,RUS,2,INTERMEDIATE,6,1
British Grand Prix,SAI,1,MEDIUM,26,1
British Grand Prix,SAI,2,INTERMEDIATE,13,1
British Grand Prix,SAI,3,HARD,11,1
British Grand Prix,SAI,4,SOFT,5,0
British Grand Prix,SAR,1,MEDIUM,27,1
