DriverTime,Driver,DriverNumber,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,Team,Position,WeatherTime,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,GP,SessionType,RoundNumber,Date
0 days 00:36:40.354000,STR,18,90.24,6,1,32.758,28.598,28.884,MEDIUM,6,1,Aston Martin,,0 days 00:36:12.801000,25.6,59,1013.7,FALSE,30.9,37,1.8,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 00:38:42.978000,STR,18,122.624,7,1,46.327,42.364,33.933,MEDIUM,7,1,Aston Martin,,0 days 00:38:12.791000,25.6,59,1013.7,FALSE,30.7,7,1.5,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 00:51:47.063000,STR,18,89.336,9,2,32.378,28.354,28.604,SOFT,2,1,Aston Martin,,0 days 00:51:12.844000,25.3,61,1013.8,FALSE,30.6,29,3.2,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 00:56:43.092000,STR,18,131.446,11,2,49.703,36.907,44.836,SOFT,4,1,Aston Martin,,0 days 00:56:12.893000,25.4,61,1013.8,FALSE,30.4,360,2.8,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 00:58:13.054000,STR,18,89.962,12,2,32.518,28.382,29.062,SOFT,5,1,Aston Martin,,0 days 00:58:12.902000,25.4,61,1013.8,FALSE,30.2,22,2.1,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:00:03.619000,STR,18,110.565,13,2,40.068,32.991,37.506,SOFT,6,1,Aston Martin,,0 days 00:59:12.918000,25.4,61,1013.7,FALSE,30.2,11,2.8,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:09:35.575000,STR,18,94.946,15,3,34.912,29.916,30.118,MEDIUM,9,0,Aston Martin,,0 days 01:09:12.940000,25.2,60,1013.9,FALSE,30.3,7,1.7,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:11:10.619000,STR,18,95.044,16,3,35.033,29.912,30.099,MEDIUM,10,0,Aston Martin,,0 days 01:10:12.938000,25.2,60,1013.9,FALSE,30,18,1.1,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:12:45.689000,STR,18,95.07,17,3,34.833,29.951,30.286,MEDIUM,11,0,Aston Martin,,0 days 01:12:12.955000,25.3,60,1014,FALSE,30.2,99,1.5,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:14:20.356000,STR,18,94.667,18,3,34.695,29.858,30.114,MEDIUM,12,0,Aston Martin,,0 days 01:14:12.950000,25.4,59,1013.9,FALSE,30.4,0,1.4,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:15:55.831000,STR,18,95.475,19,3,35.053,30.002,30.42,MEDIUM,13,0,Aston Martin,,0 days 01:15:12.948000,25.4,59,1014,FALSE,30.4,18,1.4,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:17:31.230000,STR,18,95.399,20,3,34.899,30.085,30.415,MEDIUM,14,0,Aston Martin,,0 days 01:17:12.945000,25.4,58,1014.1,FALSE,30.2,8,1.6,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:19:07.393000,STR,18,96.163,21,3,35.249,30.38,30.534,MEDIUM,15,0,Aston Martin,,0 days 01:18:12.947000,25.4,58,1014.1,FALSE,30.2,8,1.6,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:20:42.911000,STR,18,95.518,22,3,34.975,30.169,30.374,MEDIUM,16,0,Aston Martin,,0 days 01:20:12.951000,25.4,58,1014.1,FALSE,30.5,355,1.3,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:22:18.569000,STR,18,95.658,23,3,34.987,30.233,30.438,MEDIUM,17,0,Aston Martin,,0 days 01:22:12.954000,25.5,58,1014.1,FALSE,29.9,1,1.5,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:23:57.256000,STR,18,98.687,24,3,35.425,30.156,33.106,MEDIUM,18,0,Aston Martin,,0 days 01:23:12.956000,25.4,58,1014.1,FALSE,29.8,343,1.4,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:25:49.527000,STR,18,112.271,25,4,52.346,29.97,29.955,SOFT,7,0,Aston Martin,,0 days 01:25:12.953000,25.4,58,1014,FALSE,29.7,2,1.5,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:30:26.264000,STR,18,131.902,27,4,62.978,31.445,37.479,SOFT,9,0,Aston Martin,,0 days 01:30:12.953000,25.3,58,1014,FALSE,29.4,23,1.9,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 00:23:18.590000,STR,18,137.978,2,2,63.091,31.925,42.962,MEDIUM,1,1,Aston Martin,,0 days 00:23:17.829000,26.2,58,1012.8,FALSE,40,19,5.2,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 00:43:20.422000,STR,18,91.59,4,3,33.332,28.865,29.393,MEDIUM,2,1,Aston Martin,,0 days 00:43:17.929000,26,61,1012.9,FALSE,38.7,25,4.9,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 00:45:29.020000,STR,18,128.598,5,3,50.317,43.921,34.36,MEDIUM,3,1,Aston Martin,,0 days 00:45:17.934000,26,60,1013,FALSE,38.7,40,3.4,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 00:46:59.274000,STR,18,90.254,6,3,32.634,28.474,29.146,MEDIUM,4,1,Aston Martin,,0 days 00:46:17.964000,26,61,1013,FALSE,38.7,25,3.6,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 00:50:48.872000,STR,18,90.073,8,3,32.479,28.415,29.179,MEDIUM,6,1,Aston Martin,,0 days 00:50:17.961000,25.9,62,1013,FALSE,38.7,12,3.6,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 00:52:51.437000,STR,18,122.565,9,3,47.868,37.237,37.46,MEDIUM,7,1,Aston Martin,,0 days 00:52:17.964000,25.8,63,1013,FALSE,38.1,21,3.5,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 01:14:30.719000,STR,18,89.127,11,4,32.237,28.175,28.715,SOFT,2,1,Aston Martin,,0 days 01:14:17.976000,25.7,62,1013.1,FALSE,37.3,35,3.7,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 01:16:34.095000,STR,18,123.376,12,4,48.845,41.025,33.506,SOFT,3,1,Aston Martin,,0 days 01:16:17.995000,25.7,62,1013.3,FALSE,37.3,29,4.4,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 01:18:35.563000,STR,18,121.468,13,4,32.571,39.383,49.514,SOFT,4,1,Aston Martin,,0 days 01:18:18,25.7,60,1013.2,FALSE,37.3,23,3.9,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 00:18:33.146000,STR,18,89.13,2,1,32.21,28.246,28.674,SOFT,2,1,Aston Martin,,0 days 00:18:13.806000,25.1,57,1014.7,FALSE,31.4,13,1.3,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 00:20:36.744000,STR,18,123.598,3,1,51.213,40.992,31.393,SOFT,3,1,Aston Martin,,0 days 00:20:13.827000,25.3,56,1014.7,FALSE,31.8,147,1,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 00:22:27.071000,STR,18,110.327,4,1,44.107,33.345,32.875,SOFT,4,1,Aston Martin,,0 days 00:22:13.863000,25.4,56,1014.8,FALSE,31.6,0,0.7,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 00:24:03.305000,STR,18,96.234,5,1,32.322,28.153,35.759,SOFT,5,1,Aston Martin,,0 days 00:23:13.821000,25.4,56,1014.7,FALSE,31.5,345,1.2,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 00:32:04.869000,STR,18,88.25,7,2,32.047,27.922,28.281,SOFT,2,1,Aston Martin,,0 days 00:31:13.832000,25.3,56,1014.8,FALSE,31.1,29,1.2,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 00:34:05.527000,STR,18,120.658,8,2,40.037,37.568,43.053,SOFT,3,1,Aston Martin,,0 days 00:33:13.837000,25.4,56,1014.9,FALSE,31.3,235,0.6,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 00:52:08.203000,STR,18,88.578,10,3,32.083,27.934,28.561,SOFT,2,1,Aston Martin,,0 days 00:51:13.844000,25,57,1014.8,FALSE,30.6,24,1.5,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 00:54:01.247000,STR,18,113.044,11,3,36.917,31.856,44.271,SOFT,3,1,Aston Martin,,0 days 00:53:13.840000,25,57,1014.9,FALSE,31,0,0.5,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 00:59:59.049000,STR,18,97.837,13,4,32.02,29.145,36.672,SOFT,2,1,Aston Martin,,0 days 00:59:13.843000,25.1,56,1014.8,FALSE,30.6,19,1.5,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 01:11:35.909000,STR,18,88.788,15,5,32.265,28.067,28.456,SOFT,4,0,Aston Martin,,0 days 01:11:13.853000,25,56,1015,FALSE,30.3,32,1,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 01:13:35.631000,STR,18,119.722,16,5,38.88,37.496,43.346,SOFT,5,0,Aston Martin,,0 days 01:13:13.858000,25.1,55,1015,FALSE,30.8,0,0.7,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 01:19:41.445000,STR,18,88.572,18,6,31.943,28.012,28.617,SOFT,2,1,Aston Martin,,0 days 01:19:13.903000,25,56,1015,FALSE,29.8,353,0.5,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 01:21:42.488000,STR,18,121.043,19,6,39.367,38.139,43.537,SOFT,3,1,Aston Martin,,0 days 01:21:13.910000,25,55,1015,FALSE,30.2,281,0.6,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 01:01:26.554000,STR,18,102.429,1,1,,30.865,30.889,MEDIUM,2,0,Aston Martin,9,0 days 01:01:08.543000,25.4,62,1012.5,FALSE,31.5,342,1.7,Saudi Arabian Grand Prix,R,2,09-03-2024
0 days 01:03:02.648000,STR,18,96.094,2,1,35.771,30.16,30.163,MEDIUM,3,0,Aston Martin,9,0 days 01:02:08.539000,25.4,62,1012.6,FALSE,31.5,301,1.2,Saudi Arabian Grand Prix,R,2,09-03-2024
0 days 01:04:38.438000,STR,18,95.79,3,1,35.453,30.148,30.189,MEDIUM,4,0,Aston Martin,9,0 days 01:04:08.530000,25.4,62,1012.6,FALSE,31.7,36,1.5,Saudi Arabian Grand Prix,R,2,09-03-2024
0 days 01:06:14.173000,STR,18,95.735,4,1,35.301,30.247,30.187,MEDIUM,5,0,Aston Martin,9,0 days 01:06:08.554000,25.6,61,1012.6,FALSE,31.7,9,1.3,Saudi Arabian Grand Prix,R,2,09-03-2024
0 days 01:07:49.733000,STR,18,95.56,5,1,35.293,30.188,30.079,MEDIUM,6,0,Aston Martin,9,0 days 01:07:08.580000,25.6,62,1012.6,FALSE,31.7,45,0.7,Saudi Arabian Grand Prix,R,2,09-03-2024
0 days 00:15:54.971000,TSU,22,95.01,2,1,35.108,29.794,30.108,HARD,2,1,RB,,0 days 00:15:17.719000,26.9,57,1012.1,FALSE,41.3,20,4.9,Saudi Arabian Grand Prix,FP1,2,09-03-2024
0 days 00:17:28.599000,TSU,22,93.628,3,1,34.645,29.346,29.637,HARD,3,1,RB,,0 days 00:17:17.732000,26.9,59,1012.1,FALSE,41,26,5.1,Saudi Arabian Grand Prix,FP1,2,09-03-2024
0 days 00:21:23.890000,TSU,22,93.177,5,1,34.261,29.455,29.461,HARD,5,1,RB,,0 days 00:21:17.723000,26.9,58,1012.2,FALSE,40.2,37,3.8,Saudi Arabian Grand Prix,FP1,2,09-03-2024
0 days 00:25:24.680000,TSU,22,92.084,7,1,33.754,29.09,29.24,HARD,7,1,RB,,0 days 00:25:17.727000,26.8,53,1012.2,FALSE,39.5,25,5.2,Saudi Arabian Grand Prix,FP1,2,09-03-2024
0 days 00:29:26.300000,TSU,22,91.957,9,1,33.714,29.046,29.197,HARD,9,1,RB,,0 days 00:29:17.737000,27,55,1012.1,FALSE,39.5,24,6,Saudi Arabian Grand Prix,FP1,2,09-03-2024
0 days 00:33:25.679000,TSU,22,91.526,11,1,33.509,28.954,29.063,HARD,11,1,RB,,0 days 00:33:17.745000,26.9,55,1012.2,FALSE,40.2,31,4.3,Saudi Arabian Grand Prix,FP1,2,09-03-2024
0 days 00:35:14.985000,TSU,22,109.306,12,1,40.209,33.201,35.896,HARD,12,1,RB,,0 days 00:34:17.745000,26.9,55,1012.2,FALSE,40.2,25,6.1,Saudi Arabian Grand Prix,FP1,2,09-03-2024
0 days 00:53:14.620000,TSU,22,119.857,14,2,38.264,48.294,33.299,MEDIUM,2,1,RB,,0 days 00:52:17.745000,26.6,57,1012.4,FALSE,39.1,35,5.6,Saudi Arabian Grand Prix,FP1,2,09-03-2024
0 days 00:54:45.915000,TSU,22,91.295,15,2,33.299,28.904,29.092,MEDIUM,3,1,RB,,0 days 00:54:17.762000,26.6,58,1012.4,FALSE,39.1,26,5.5,Saudi Arabian Grand Prix,FP1,2,09-03-2024
0 days 00:59:36.219000,TSU,22,121.53,17,2,51.593,37.765,32.172,MEDIUM,5,1,RB,,0 days 00:59:17.808000,26.7,56,1012.3,FALSE,39.1,25,5.2,Saudi Arabian Grand Prix,FP1,2,09-03-2024
0 days 01:01:07.255000,TSU,22,91.036,18,2,33.25,28.862,28.924,MEDIUM,6,1,RB,,0 days 01:00:17.801000,26.7,56,1012.4,FALSE,39.1,22,5.3,Saudi Arabian Grand Prix,FP1,2,09-03-2024
0 days 01:05:58.813000,TSU,22,128.556,20,2,52.847,40.03,35.679,MEDIUM,8,1,RB,,0 days 01:05:17.851000,26.6,60,1012.3,FALSE,38.2,27,4.8,Saudi Arabian Grand Prix,FP1,2,09-03-2024
0 days 01:08:08.234000,TSU,22,129.421,21,2,47.698,45.93,35.793,MEDIUM,9,1,RB,,0 days 01:07:17.806000,26.6,60,1012.2,FALSE,38.2,28,4.2,Saudi Arabian Grand Prix,FP1,2,09-03-2024
0 days 01:09:39.554000,TSU,22,91.32,22,2,33.267,28.933,29.12,MEDIUM,10,1,RB,,0 days 01:09:17.809000,26.5,61,1012.3,FALSE,38.2,21,4.4,Saudi Arabian Grand Prix,FP1,2,09-03-2024
0 days 01:11:36.027000,TSU,22,116.473,23,2,49.333,37.048,30.092,MEDIUM,11,1,RB,,0 days 01:11:17.816000,26.4,60,1012.2,FALSE,38.2,29,5.1,Saudi Arabian Grand Prix,FP1,2,09-03-2024
0 days 01:13:46.366000,TSU,22,130.339,24,2,45.238,35.357,49.744,MEDIUM,12,1,RB,,0 days 01:13:17.811000,26.5,61,1012.3,FALSE,38.2,30,3.2,Saudi Arabian Grand Prix,FP1,2,09-03-2024
0 days 01:15:57.015000,TSU,22,130.649,25,2,60.692,32.954,37.003,MEDIUM,13,1,RB,,0 days 01:15:17.823000,26.5,60,1012.3,FALSE,38.2,25,3.5,Saudi Arabian Grand Prix,FP1,2,09-03-2024
0 days 00:29:53.985000,TSU,22,91.105,2,1,33.393,28.796,28.916,SOFT,2,1,RB,,0 days 00:29:12.790000,25.3,59,1013.7,FALSE,30.9,1,3.1,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 00:32:07.007000,TSU,22,133.022,3,1,58.851,36.829,37.342,SOFT,3,1,RB,,0 days 00:31:12.791000,25.4,59,1013.6,FALSE,31,8,2.1,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 00:33:37.913000,TSU,22,90.906,4,1,33.101,28.909,28.896,SOFT,4,1,RB,,0 days 00:33:12.791000,25.5,59,1013.6,FALSE,31.2,354,2.6,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 00:38:46.814000,TSU,22,138.206,6,1,57.622,43.958,36.626,SOFT,6,1,RB,,0 days 00:38:12.791000,25.6,59,1013.7,FALSE,30.7,7,1.5,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 00:40:17.510000,TSU,22,90.696,7,1,33.088,28.821,28.787,SOFT,7,1,RB,,0 days 00:40:12.800000,25.5,59,1013.7,FALSE,31,10,2.4,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 00:42:07.863000,TSU,22,110.353,8,1,40.282,33.737,36.334,SOFT,8,1,RB,,0 days 00:41:12.806000,25.5,59,1013.6,FALSE,30.8,3,1.9,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 00:51:35.435000,TSU,22,89.666,10,2,32.604,28.492,28.57,SOFT,2,1,RB,,0 days 00:51:12.844000,25.3,61,1013.8,FALSE,30.6,29,3.2,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 00:56:38.040000,TSU,22,135.627,12,2,55.373,39.073,41.181,SOFT,4,1,RB,,0 days 00:56:12.893000,25.4,61,1013.8,FALSE,30.4,360,2.8,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 00:58:14.602000,TSU,22,96.562,13,2,33.03,28.784,34.748,SOFT,5,1,RB,,0 days 00:58:12.902000,25.4,61,1013.8,FALSE,30.2,22,2.1,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:07:42.343000,TSU,22,95.897,15,3,35.52,30.114,30.263,SOFT,7,0,RB,,0 days 01:07:12.939000,25.3,60,1013.9,FALSE,30.1,3,2.3,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:09:18.746000,TSU,22,96.403,16,3,35.627,30.358,30.418,SOFT,8,0,RB,,0 days 01:09:12.940000,25.2,60,1013.9,FALSE,30.3,7,1.7,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:10:54.940000,TSU,22,96.194,17,3,35.626,30.223,30.345,SOFT,9,0,RB,,0 days 01:10:12.938000,25.2,60,1013.9,FALSE,30,18,1.1,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:12:30.932000,TSU,22,95.992,18,3,35.45,30.201,30.341,SOFT,10,0,RB,,0 days 01:12:12.955000,25.3,60,1014,FALSE,30.2,99,1.5,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:14:06.207000,TSU,22,95.275,19,3,35.172,29.983,30.12,SOFT,11,0,RB,,0 days 01:13:12.944000,25.3,60,1013.9,FALSE,30.4,23,1,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:15:41.958000,TSU,22,95.751,20,3,35.496,30.047,30.208,SOFT,12,0,RB,,0 days 01:15:12.948000,25.4,59,1014,FALSE,30.4,18,1.4,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:17:17.137000,TSU,22,95.179,21,3,35.049,30.003,30.127,SOFT,13,0,RB,,0 days 01:17:12.945000,25.4,58,1014.1,FALSE,30.2,8,1.6,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:18:52.499000,TSU,22,95.362,22,3,35.085,30.199,30.078,SOFT,14,0,RB,,0 days 01:18:12.947000,25.4,58,1014.1,FALSE,30.2,8,1.6,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:20:27.851000,TSU,22,95.352,23,3,35.093,30.048,30.211,SOFT,15,0,RB,,0 days 01:20:12.951000,25.4,58,1014.1,FALSE,30.5,355,1.3,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:22:03.408000,TSU,22,95.557,24,3,35.21,30.051,30.296,SOFT,16,0,RB,,0 days 01:21:12.947000,25.5,58,1014,FALSE,29.9,338,1.3,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:23:38.760000,TSU,22,95.352,25,3,35.119,30.05,30.183,SOFT,17,0,RB,,0 days 01:23:12.956000,25.4,58,1014.1,FALSE,29.8,343,1.4,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:25:14.139000,TSU,22,95.379,26,3,35.147,30.079,30.153,SOFT,18,0,RB,,0 days 01:25:12.953000,25.4,58,1014,FALSE,29.7,2,1.5,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:27:23.618000,TSU,22,129.479,27,3,44.046,40.421,45.012,SOFT,19,0,RB,,0 days 01:27:12.950000,25.4,58,1014,FALSE,29.3,137,1.8,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 01:29:35.962000,TSU,22,132.344,28,3,66.611,30.713,35.02,SOFT,20,0,RB,,0 days 01:29:12.955000,25.4,58,1014.1,FALSE,29.6,355,1.3,Saudi Arabian Grand Prix,FP2,2,09-03-2024
0 days 00:30:20.919000,TSU,22,91.492,2,1,33.46,28.945,29.087,MEDIUM,2,1,RB,,0 days 00:30:17.819000,26.1,60,1012.7,FALSE,40.2,20,3.7,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 00:32:19.835000,TSU,22,118.916,3,1,49.042,34.883,34.991,MEDIUM,3,1,RB,,0 days 00:32:17.842000,26.1,59,1012.8,FALSE,39.8,18,3.9,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 00:36:16.023000,TSU,22,90.743,5,1,33.046,28.732,28.965,MEDIUM,5,1,RB,,0 days 00:35:17.937000,26.1,62,1012.8,FALSE,39.8,17,3.6,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 00:41:12.892000,TSU,22,135.987,7,1,52.049,44.208,39.73,MEDIUM,7,1,RB,,0 days 00:40:17.916000,26,62,1012.9,FALSE,39.3,5,4.2,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 00:42:43.733000,TSU,22,90.841,8,1,33.168,28.751,28.922,MEDIUM,8,1,RB,,0 days 00:42:17.930000,26,61,1012.9,FALSE,38.7,28,5,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 00:44:30.487000,TSU,22,106.754,9,1,39.843,32.295,34.616,MEDIUM,9,1,RB,,0 days 00:44:17.939000,26,62,1012.9,FALSE,38.7,34,2.1,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 00:46:46.709000,TSU,22,136.222,10,2,69.108,31.353,35.761,MEDIUM,10,0,RB,,0 days 00:46:17.964000,26,61,1013,FALSE,38.7,25,3.6,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 00:53:49.097000,TSU,22,90.759,12,3,33.127,28.743,28.889,MEDIUM,12,0,RB,,0 days 00:53:17.955000,25.8,62,1013.1,FALSE,38.1,19,4.1,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 00:55:37.116000,TSU,22,108.019,13,3,39.172,34.819,34.028,MEDIUM,13,0,RB,,0 days 00:55:17.962000,25.8,62,1012.9,FALSE,38.1,20,4.3,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 01:14:24.026000,TSU,22,89.572,15,4,32.619,28.386,28.567,SOFT,2,1,RB,,0 days 01:14:17.976000,25.7,62,1013.1,FALSE,37.3,35,3.7,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 01:16:16.887000,TSU,22,112.861,16,4,44.72,34.789,33.352,SOFT,3,1,RB,,0 days 01:15:17.990000,25.8,62,1013.1,FALSE,37.3,20,5,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 01:18:34.516000,TSU,22,137.629,17,4,47.794,37.5,52.335,SOFT,4,1,RB,,0 days 01:18:18,25.7,60,1013.2,FALSE,37.3,23,3.9,Saudi Arabian Grand Prix,FP3,2,09-03-2024
0 days 00:24:08.651000,TSU,22,89.214,2,1,32.478,28.292,28.444,SOFT,2,1,RB,,0 days 00:23:13.821000,25.4,56,1014.7,FALSE,31.5,345,1.2,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 00:26:02.685000,TSU,22,114.034,3,1,41.75,33.273,39.011,SOFT,3,1,RB,,0 days 00:25:13.835000,25.4,56,1014.7,FALSE,31.5,3,1.1,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 00:31:45.867000,TSU,22,88.988,5,2,32.414,28.173,28.401,SOFT,2,1,RB,,0 days 00:31:13.832000,25.3,56,1014.8,FALSE,31.1,29,1.2,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 00:33:43.593000,TSU,22,117.726,6,2,40.871,36.913,39.942,SOFT,3,1,RB,,0 days 00:33:13.837000,25.4,56,1014.9,FALSE,31.3,235,0.6,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 00:52:24.089000,TSU,22,88.659,8,3,32.217,28.152,28.29,SOFT,2,1,RB,,0 days 00:52:13.834000,25,57,1014.9,FALSE,30.7,14,1.5,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 00:54:07.079000,TSU,22,102.99,9,3,37.02,30.963,35.007,SOFT,3,1,RB,,0 days 00:53:13.840000,25,57,1014.9,FALSE,31,0,0.5,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 00:59:26.328000,TSU,22,88.564,11,4,32.268,28.057,28.239,SOFT,2,1,RB,,0 days 00:59:13.843000,25.1,56,1014.8,FALSE,30.6,19,1.5,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 01:01:26.778000,TSU,22,120.45,12,4,40.793,35.311,44.346,SOFT,3,1,RB,,0 days 01:01:13.848000,25.1,56,1014.9,FALSE,30.7,82,0.7,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 01:10:54.546000,TSU,22,88.973,14,5,32.41,28.193,28.37,SOFT,5,0,RB,,0 days 01:10:13.860000,24.9,56,1015,FALSE,30.1,8,1.8,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 01:12:41.306000,TSU,22,106.76,15,5,37.615,32.304,36.841,SOFT,6,0,RB,,0 days 01:12:13.862000,25,55,1015,FALSE,30.8,146,0.3,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 01:18:55.306000,TSU,22,88.547,17,6,32.18,28.11,28.257,SOFT,2,1,RB,,0 days 01:18:13.888000,25,55,1015,FALSE,29.8,29,1.5,Saudi Arabian Grand Prix,Q,2,09-03-2024
0 days 01:01:26.656000,TSU,22,102.531,1,1,,30.431,30.889,MEDIUM,1,1,RB,10,0 days 01:01:08.543000,25.4,62,1012.5,FALSE,31.5,342,1.7,Saudi Arabian Grand Prix,R,2,09-03-2024
0 days 01:03:03.529000,TSU,22,96.873,2,1,36.61,30.236,30.027,MEDIUM,2,1,RB,10,0 days 01:02:08.539000,25.4,62,1012.6,FALSE,31.5,301,1.2,Saudi Arabian Grand Prix,R,2,09-03-2024
0 days 01:04:39.232000,TSU,22,95.703,3,1,35.593,30.17,29.94,MEDIUM,3,1,RB,10,0 days 01:04:08.530000,25.4,62,1012.6,FALSE,31.7,36,1.5,Saudi Arabian Grand Prix,R,2,09-03-2024
0 days 01:06:14.610000,TSU,22,95.378,4,1,35.57,29.858,29.95,MEDIUM,4,1,RB,10,0 days 01:06:08.554000,25.6,61,1012.6,FALSE,31.7,9,1.3,Saudi Arabian Grand Prix,R,2,09-03-2024
0 days 01:07:50.199000,TSU,22,95.589,5,1,35.908,30.063,29.618,MEDIUM,5,1,RB,10,0 days 01:07:08.580000,25.6,62,1012.6,FALSE,31.7,45,0.7,Saudi Arabian Grand Prix,R,2,09-03-2024
0 days 01:09:26.474000,TSU,22,96.275,6,1,36.227,30.049,29.999,MEDIUM,6,1,RB,9,0 days 01:09:08.587000,25.7,61,1012.6,FALSE,31.5,1,1,Saudi Arabian Grand Prix,R,2,09-03-2024
0 days 01:11:37.388000,TSU,22,130.914,7,1,42.102,43.057,45.755,MEDIUM,7,1,RB,9,0 days 01:11:08.608000,25.7,61,1012.7,FALSE,31.4,330,1,Saudi Arabian Grand Prix,R,2,09-03-2024
