GP,Driver,Stint,Compound,StintLength,AirTemp,TrackTemp,FreshTyre,RaceProgress,YellowLaps,SCLaps,VSCLaps,RedFlagLaps
Chinese Grand Prix,RIC,1,MEDIUM,14,19.87368421052632,32.3421052631579,1,0.0178571428571428,0,0,0,1
Chinese Grand Prix,RIC,2,MEDIUM,19,20.47083333333333,33.3375,1,0.2678571428571428,4,9,3,0
Chinese Grand Prix,RUS,1,MEDIUM,11,20.08823529411765,32.358823529411765,1,0.0178571428571428,0,0,0,0
Chinese Grand Prix,RUS,2,MEDIUM,12,21.048,34.764,1,0.2142857142857142,4,1,3,0
Chinese Grand Prix,RUS,3,HARD,33,18.679310344827588,28.920689655172417,1,0.4464285714285714,2,8,0,1
Chinese Grand Prix,SAI,1,MEDIUM,17,19.380000000000003,31.415,1,0.0178571428571428,0,0,0,1
Chinese Grand Prix,SAI,2,HARD,39,18.94871794871795,29.64102564102564,1,0.3214285714285714,3,9,3,0
Chinese Grand Prix,SAR,1,SOFT,12,19.84375,32.45625,1,0.0178571428571428,0,0,0,1
Chinese Grand Prix,SAR,2,MEDIUM,12,20.55238095238096,33.53809523809524,1,0.2321428571428571,2,2,3,0
Chinese Grand Prix,SAR,3,HARD,32,18.50357142857143,28.567857142857143,1,0.4464285714285714,2,7,0,0
Chinese Grand Prix,STR,1,SOFT,9,20.694117647058825,34.09411764705882,1,0.0178571428571428,0,0,0,0
Chinese Grand Prix,STR,2,MEDIUM,12,20.75454545454545,34.18181818181818,1,0.1785714285714285,3,0,1,0
Chinese Grand Prix,STR,3,HARD,4,21.2,34.3,1,0.4107142857142857,1,4,2,1
Chinese Grand Prix,STR,4,MEDIUM,9,19.14,29.8,1,0.5,1,5,0,0
Chinese Grand Prix,STR,5,HARD,26,18.285714285714285,27.94285714285714,0,0.6428571428571429,0,0,0,0
Chinese Grand Prix,TSU,1,SOFT,8,20.29230769230769,33.292307692307695,1,0.0178571428571428,0,0,0,1
Chinese Grand Prix,TSU,2,MEDIUM,15,20.703703703703702,34.01851851851852,1,0.1607142857142857,2,1,3,0
Chinese Grand Prix,TSU,3,HARD,2,22.625,36.925,1,0.4464285714285714,2,4,0,0
Chinese Grand Prix,VER,1,MEDIUM,13,19.927777777777777,32.483333333333334,1,0.0178571428571428,0,0,0,1
Chinese Grand Prix,VER,2,HARD,10,21.01904761904762,34.457142857142856,1,0.25,3,1,2,0
Chinese Grand Prix,VER,3,HARD,33,18.65714285714285,28.842857142857145,1,0.4821428571428571,2,8,0,1
Chinese Grand Prix,ZHO,1,MEDIUM,8,20.141666666666666,33.225,1,0.0178571428571428,0,0,0,1
Chinese Grand Prix,ZHO,2,HARD,15,20.379166666666663,33.204166666666666,1,0.1607142857142857,2,1,3,0
Chinese Grand Prix,ZHO,3,HARD,17,20.27142857142857,32.476190476190474,1,0.4464285714285714,2,8,0,0
Chinese Grand Prix,ZHO,4,SOFT,16,18.25,27.75625,1,0.7321428571428571,0,0,0,0
Dutch Grand Prix,ALB,1,MEDIUM,12,19.025,30.48333333333333,1,0.0138888888888888,1,0,0,1
Dutch Grand Prix,ALB,2,HARD,42,19.29523809523809,31.73333333333333,1,0.1805555555555555,1,0,0,0
Dutch Grand Prix,ALB,3,MEDIUM,17,19.429411764705883,31.97058823529412,1,0.7638888888888888,0,0,0,0
Dutch Grand Prix,ALO,1,MEDIUM,31,19.15806451612903,30.993548387096773,1,0.0138888888888888,5,0,0,2
Dutch Grand Prix,ALO,2,HARD,40,19.3775,31.9975,1,0.4444444444444444,2,0,0,0
Dutch Grand Prix,BOT,1,SOFT,15,19.03333333333333,30.42,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,BOT,2,HARD,28,19.328571428571426,31.70357142857143,1,0.2222222222222222,2,0,0,1
Dutch Grand Prix,BOT,3,MEDIUM,27,19.37037037037037,32.03703703703704,1,0.6111111111111112,0,0,0,0
Dutch Grand Prix,GAS,1,MEDIUM,32,19.165625,31.021875,1,0.0138888888888888,2,0,0,1
Dutch Grand Prix,GAS,2,HARD,39,19.37692307692308,31.99230769230769,1,0.4583333333333333,1,0,0,0
Dutch Grand Prix,HAM,1,SOFT,23,19.08695652173913,30.70434782608696,1,0.0138888888888888,1,0,0,0
Dutch Grand Prix,HAM,2,HARD,25,19.372,31.908,1,0.3333333333333333,1,0,0,0
Dutch Grand Prix,HAM,3,SOFT,24,19.3875,32.0375,1,0.6805555555555556,1,0,0,1
Dutch Grand Prix,HUL,1,MEDIUM,14,19.035714285714285,30.435714285714283,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,HUL,2,HARD,57,19.34210526315789,31.840350877192986,1,0.2083333333333333,2,0,0,1
Dutch Grand Prix,LEC,1,MEDIUM,24,19.0875,30.729166666666668,1,0.0138888888888888,1,0,0,1
Dutch Grand Prix,LEC,2,HARD,48,19.38125,31.979166666666668,1,0.3472222222222222,0,0,0,0
Dutch Grand Prix,MAG,1,HARD,40,19.21,31.2575,1,0.0138888888888888,1,0,0,0
Dutch Grand Prix,MAG,2,MEDIUM,31,19.370967741935484,32.016129032258064,1,0.5694444444444444,2,0,0,1
Dutch Grand Prix,NOR,1,MEDIUM,28,19.13214285714286,30.86428571428572,1,0.0138888888888888,2,0,0,1
Dutch Grand Prix,NOR,2,HARD,44,19.37727272727273,31.98409090909091,1,0.4027777777777778,0,0,0,0
Dutch Grand Prix,OCO,1,MEDIUM,30,19.15,31.00333333333333,1,0.0138888888888888,3,0,0,1
Dutch Grand Prix,OCO,2,HARD,41,19.38536585365853,32.0,1,0.4305555555555556,0,0,0,0
Dutch Grand Prix,PER,1,MEDIUM,29,19.13793103448276,30.92413793103448,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,PER,2,HARD,43,19.38139534883721,32.0,1,0.4166666666666667,1,0,0,0
Dutch Grand Prix,PIA,1,MEDIUM,33,19.163636363636364,31.03333333333333,1,0.0138888888888888,2,0,0,1
Dutch Grand Prix,PIA,2,HARD,39,19.384615384615383,32.0,1,0.4722222222222222,1,0,0,0
Dutch Grand Prix,RIC,1,MEDIUM,29,19.148275862068964,30.96551724137931,1,0.0138888888888888,2,0,0,0
Dutch Grand Prix,RIC,2,HARD,42,19.378571428571423,31.99761904761905,1,0.4166666666666667,4,0,0,1
Dutch Grand Prix,RUS,1,MEDIUM,25,19.1,30.752,1,0.0138888888888888,2,0,0,1
Dutch Grand Prix,RUS,2,HARD,29,19.355172413793102,32.00689655172414,1,0.3611111111111111,1,0,0,0
Dutch Grand Prix,RUS,3,SOFT,21,19.427777777777777,31.95555555555556,0,0.7638888888888888,2,0,0,1
Dutch Grand Prix,SAI,1,MEDIUM,30,19.146666666666665,30.98333333333333,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,SAI,2,HARD,42,19.38095238095238,31.99761904761905,1,0.4305555555555556,0,0,0,0
Dutch Grand Prix,SAR,1,MEDIUM,22,19.068181818181817,30.727272727272727,1,0.0138888888888888,2,0,0,1
Dutch Grand Prix,SAR,2,HARD,49,19.379591836734694,31.96938775510204,1,0.3194444444444444,1,0,0,0
Dutch Grand Prix,STR,1,MEDIUM,30,19.15333333333333,30.956666666666667,1,0.0138888888888888,3,0,0,1
Dutch Grand Prix,STR,2,HARD,41,19.37560975609756,32.00243902439024,1,0.4305555555555556,2,0,0,0
Dutch Grand Prix,TSU,1,SOFT,14,19.035714285714285,30.435714285714283,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,TSU,2,MEDIUM,18,19.26111111111111,31.50555555555556,1,0.2083333333333333,2,0,0,1
Dutch Grand Prix,TSU,3,HARD,39,19.38205128205128,32.01025641025641,1,0.4583333333333333,0,0,0,0
Dutch Grand Prix,VER,1,MEDIUM,27,19.12222222222222,30.822222222222223,1,0.0138888888888888,1,0,0,0
Dutch Grand Prix,VER,2,HARD,45,19.377777777777776,31.988888888888887,1,0.3888888888888889,1,0,0,0
Dutch Grand Prix,ZHO,1,MEDIUM,18,19.02777777777778,30.516666666666666,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,ZHO,2,HARD,33,19.35454545454545,31.89696969696969,1,0.2638888888888889,2,0,0,1
Dutch Grand Prix,ZHO,3,SOFT,19,19.405263157894737,31.978947368421053,1,0.7222222222222222,1,0,0,0
Emilia Romagna Grand Prix,ALB,1,MEDIUM,8,24.5,40.71052631578947,1,0.0158730158730158,1,0,0,1
Emilia Romagna Grand Prix,ALB,3,MEDIUM,14,24.77857142857143,39.746428571428574,0,0.1587301587301587,1,0,0,0
Emilia Romagna Grand Prix,ALB,4,MEDIUM,19,25.071428571428573,42.15714285714286,0,0.3809523809523809,1,0,0,1
Emilia Romagna Grand Prix,ALB,5,MEDIUM,31,25.5,41.86538461538461,0,0.4603174603174603,0,0,0,0
Emilia Romagna Grand Prix,ALO,1,SOFT,7,24.694117647058825,41.4,1,0.0158730158730158,0,0,0,0
Emilia Romagna Grand Prix,ALO,2,HARD,34,25.083720930232555,40.89767441860465,0,0.1269841269841269,2,0,0,1
Emilia Romagna Grand Prix,ALO,3,MEDIUM,20,24.83333333333333,39.4974358974359,0,0.6507936507936508,1,0,0,1
Emilia Romagna Grand Prix,ALO,4,SOFT,3,25.014285714285712,42.72857142857144,1,0.9523809523809524,0,0,0,0
Emilia Romagna Grand Prix,BOT,1,MEDIUM,8,24.61578947368421,41.805263157894736,1,0.0158730158730158,2,0,0,0
Emilia Romagna Grand Prix,BOT,2,HARD,54,25.12608695652174,40.94492753623188,1,0.1428571428571428,2,0,0,1
Emilia Romagna Grand Prix,GAS,1,SOFT,8,24.44782608695652,41.81739130434782,1,0.0158730158730158,0,0,0,0
Emilia Romagna Grand Prix,GAS,2,HARD,22,24.89090909090909,40.627272727272725,1,0.1428571428571428,2,0,0,1
Emilia Romagna Grand Prix,GAS,3,MEDIUM,32,25.24090909090909,39.93636363636364,1,0.492063492063492,0,0,0,0
Emilia Romagna Grand Prix,HAM,1,MEDIUM,27,24.79285714285714,41.78809523809524,1,0.0158730158730158,1,0,0,1
Emilia Romagna Grand Prix,HAM,2,HARD,36,25.246808510638296,41.0936170212766,1,0.4444444444444444,2,0,0,1
Emilia Romagna Grand Prix,HUL,1,MEDIUM,13,24.508333333333336,42.59166666666667,1,0.0158730158730158,1,0,0,1
Emilia Romagna Grand Prix,HUL,2,HARD,49,25.37017543859649,41.219298245614034,1,0.2222222222222222,2,0,0,1
Emilia Romagna Grand Prix,LEC,1,MEDIUM,25,24.63913043478261,41.993478260869566,1,0.0158730158730158,1,0,0,0
Emilia Romagna Grand Prix,LEC,2,HARD,38,25.22244897959184,41.31632653061224,1,0.4126984126984127,0,0,0,0
Emilia Romagna Grand Prix,MAG,1,MEDIUM,37,25.038297872340426,42.05106382978724,1,0.0158730158730158,1,0,0,1
Emilia Romagna Grand Prix,MAG,2,HARD,25,25.359375,40.31875,1,0.6031746031746031,2,0,0,1
Emilia Romagna Grand Prix,NOR,1,MEDIUM,22,24.955172413793104,41.36206896551724,1,0.0158730158730158,0,0,0,0
Emilia Romagna Grand Prix,NOR,2,HARD,42,25.44782608695652,41.15,0,0.365079365079365,1,0,0,0
Emilia Romagna Grand Prix,OCO,1,MEDIUM,25,24.59787234042553,41.93191489361702,1,0.0158730158730158,0,0,0,0
Emilia Romagna Grand Prix,OCO,2,HARD,37,25.27916666666667,40.51041666666666,1,0.4126984126984127,1,0,0,0
Emilia Romagna Grand Prix,PER,1,HARD,37,24.857692307692307,42.20384615384615,1,0.0158730158730158,0,0,0,0
Emilia Romagna Grand Prix,PER,2,MEDIUM,26,25.191666666666663,41.02222222222222,1,0.6031746031746031,2,0,0,1
Emilia Romagna Grand Prix,PIA,1,MEDIUM,23,24.966666666666665,41.54666666666667,1,0.0158730158730158,1,0,0,0
Emilia Romagna Grand Prix,PIA,2,HARD,41,25.367391304347827,41.141304347826086,0,0.3809523809523809,1,0,0,1
Emilia Romagna Grand Prix,RIC,1,MEDIUM,11,24.442857142857143,42.08928571428572,1,0.0158730158730158,3,0,0,2
Emilia Romagna Grand Prix,RIC,2,HARD,51,25.21846153846154,41.47846153846154,1,0.1904761904761904,0,0,0,0
Emilia Romagna Grand Prix,RUS,1,MEDIUM,21,24.6425,41.4675,1,0.0158730158730158,0,0,0,0
Emilia Romagna Grand Prix,RUS,2,HARD,31,25.184444444444445,40.96,1,0.3492063492063492,2,0,0,1
Emilia Romagna Grand Prix,RUS,3,MEDIUM,13,24.89583333333333,42.020833333333336,0,0.8412698412698413,0,0,0,0
Emilia Romagna Grand Prix,SAI,1,MEDIUM,27,24.664583333333336,42.14375,1,0.0158730158730158,1,0,0,0
Emilia Romagna Grand Prix,SAI,2,HARD,36,25.20425531914893,41.41063829787234,1,0.4444444444444444,0,0,0,0
Emilia Romagna Grand Prix,SAR,1,HARD,31,25.00263157894737,41.48157894736842,1,0.0158730158730158,1,0,0,1
Emilia Romagna Grand Prix,SAR,2,MEDIUM,31,25.41351351351351,40.65135135135135,1,0.5079365079365079,2,0,0,2
Emilia Romagna Grand Prix,STR,1,MEDIUM,38,24.978,41.892,0,0.0158730158730158,0,0,0,0
Emilia Romagna Grand Prix,STR,2,HARD,27,25.1375,39.8875,0,0.6031746031746031,1,0,0,0
Emilia Romagna Grand Prix,TSU,1,MEDIUM,12,24.490322580645163,41.541935483870965,1,0.0158730158730158,4,0,0,2
Emilia Romagna Grand Prix,TSU,2,HARD,50,25.18769230769231,41.31692307692308,1,0.2063492063492063,0,0,0,0
Emilia Romagna Grand Prix,VER,1,MEDIUM,24,24.6575,41.8475,1,0.0158730158730158,0,0,0,0
Emilia Romagna Grand Prix,VER,2,HARD,39,25.277083333333334,41.020833333333336,1,0.3968253968253968,1,0,0,0
Emilia Romagna Grand Prix,ZHO,1,HARD,33,24.988888888888887,41.54888888888889,1,0.0158730158730158,0,0,0,0
Emilia Romagna Grand Prix,ZHO,2,MEDIUM,29,25.322222222222223,40.1,1,0.5396825396825397,2,0,0,2
Hungarian Grand Prix,ALB,1,SOFT,6,28.31764705882353,43.83529411764706,1,0.0142857142857142,1,0,0,0
Hungarian Grand Prix,ALB,2,HARD,23,28.61176470588235,42.9,1,0.1,0,0,0,0
Hungarian Grand Prix,ALB,3,HARD,40,29.35744680851064,45.238297872340425,1,0.4285714285714285,3,0,0,0
Hungarian Grand Prix,ALO,1,SOFT,9,28.1,42.2,0,0.0142857142857142,2,0,0,1
Hungarian Grand Prix,ALO,2,MEDIUM,31,29.28611111111111,43.99444444444444,0,0.1142857142857142,1,0,0,0
Hungarian Grand Prix,ALO,3,HARD,34,29.57818181818181,45.56181818181818,0,0.5428571428571428,1,0,0,0
Hungarian Grand Prix,BOT,1,MEDIUM,17,29.07741935483871,47.31612903225806,0,0.0142857142857142,2,0,0,0
Hungarian Grand Prix,BOT,2,HARD,29,29.706666666666667,46.63333333333333,1,0.2428571428571428,2,0,1,1
Hungarian Grand Prix,BOT,3,HARD,24,29.23953488372093,45.96976744186047,1,0.6571428571428571,3,0,0,0
Hungarian Grand Prix,GAS,1,HARD,28,29.30888888888889,46.284444444444446,1,0.0142857142857142,0,0,0,0
Hungarian Grand Prix,GAS,2,MEDIUM,5,28.51538461538461,43.607692307692304,1,0.4142857142857143,2,0,1,1
Hungarian Grand Prix,HAM,1,MEDIUM,16,28.34583333333333,43.79583333333333,1,0.0142857142857142,1,0,0,0
Hungarian Grand Prix,HAM,2,HARD,24,28.570967741935487,41.86774193548387,1,0.2428571428571428,0,0,0,0
Hungarian Grand Prix,HAM,3,HARD,30,29.363888888888887,45.44722222222222,1,0.5857142857142857,3,0,0,0
Hungarian Grand Prix,HUL,1,MEDIUM,2,27.98333333333333,40.24166666666667,1,0.0142857142857142,2,0,0,0
Hungarian Grand Prix,HUL,2,HARD,27,28.98064516129032,44.01935483870968,1,0.0428571428571428,2,0,0,2
Hungarian Grand Prix,HUL,3,HARD,40,29.264444444444447,44.62444444444444,1,0.4285714285714285,2,0,0,0
Hungarian Grand Prix,LEC,1,MEDIUM,23,28.615789473684213,44.44210526315789,1,0.0142857142857142,2,0,0,1
Hungarian Grand Prix,LEC,2,HARD,17,28.89642857142857,43.425,1,0.3428571428571428,1,0,0,1
Hungarian Grand Prix,LEC,3,MEDIUM,30,29.26388888888889,45.8,1,0.5857142857142857,1,0,0,0
Hungarian Grand Prix,MAG,1,SOFT,6,28.54705882352941,44.40588235294118,1,0.0142857142857142,2,0,0,0
Hungarian Grand Prix,MAG,2,HARD,28,28.915625,43.88125,1,0.1,2,0,0,2
Hungarian Grand Prix,MAG,3,HARD,35,29.353488372093025,45.51162790697674,1,0.5,2,0,1,0
Hungarian Grand Prix,NOR,1,MEDIUM,17,28.98787878787879,46.0030303030303,1,0.0142857142857142,2,0,0,1
Hungarian Grand Prix,NOR,2,HARD,29,29.12258064516129,43.49677419354839,0,0.2571428571428571,1,0,0,0
Hungarian Grand Prix,NOR,3,MEDIUM,26,29.234375,45.16875,0,0.6571428571428571,3,0,0,0
Hungarian Grand Prix,OCO,1,MEDIUM,6,29.70833333333333,49.25,1,0.0142857142857142,1,0,0,0
Hungarian Grand Prix,OCO,2,HARD,24,28.6,43.3235294117647,1,0.1,2,0,1,1
Hungarian Grand Prix,OCO,3,HARD,34,29.7125,47.46458333333334,1,0.4428571428571428,3,0,0,0
Hungarian Grand Prix,OCO,4,SOFT,5,28.746153846153845,42.73846153846154,1,0.9285714285714286,1,0,0,0
Hungarian Grand Prix,PER,1,HARD,28,28.45833333333333,42.93055555555556,1,0.0142857142857142,2,0,0,1
Hungarian Grand Prix,PER,2,MEDIUM,19,29.484615384615385,45.565384615384616,1,0.4142857142857143,0,0,0,0
Hungarian Grand Prix,PER,3,MEDIUM,23,28.93783783783784,45.36216216216216,1,0.6857142857142857,2,0,1,1
Hungarian Grand Prix,PIA,1,MEDIUM,18,29.057142857142857,46.39428571428572,1,0.0142857142857142,2,0,0,1
Hungarian Grand Prix,PIA,2,HARD,30,29.48529411764705,44.75588235294118,0,0.2714285714285714,1,0,1,0
Hungarian Grand Prix,PIA,3,MEDIUM,24,29.82857142857143,48.96190476190476,0,0.6857142857142857,2,0,0,0
Hungarian Grand Prix,RIC,1,MEDIUM,7,28.285000000000004,44.095,1,0.0142857142857142,1,0,0,0
Hungarian Grand Prix,RIC,2,HARD,21,28.85,44.45666666666667,1,0.1142857142857142,1,0,0,0
Hungarian Grand Prix,RIC,3,HARD,41,29.34375,45.20208333333333,1,0.4142857142857143,1,0,1,0
Hungarian Grand Prix,RUS,1,HARD,33,28.5175,42.68,1,0.0142857142857142,1,0,0,0
Hungarian Grand Prix,RUS,2,MEDIUM,20,28.796296296296298,43.907407407407405,1,0.4857142857142857,0,0,0,0
Hungarian Grand Prix,RUS,3,HARD,17,29.713043478260868,46.70434782608696,1,0.7714285714285715,3,0,0,0
Hungarian Grand Prix,SAI,1,MEDIUM,21,28.57,44.04333333333333,1,0.0142857142857142,2,0,0,1
Hungarian Grand Prix,SAI,2,HARD,26,28.95945945945946,43.98108108108108,1,0.3142857142857143,0,0,0,0
Hungarian Grand Prix,SAI,3,MEDIUM,23,29.26774193548387,45.39032258064516,1,0.6857142857142857,2,0,0,0
Hungarian Grand Prix,SAR,1,MEDIUM,8,28.36428571428572,43.32857142857143,1,0.0142857142857142,1,0,0,0
Hungarian Grand Prix,SAR,2,HARD,25,28.746875,42.21875,1,0.1285714285714285,0,0,0,0
Hungarian Grand Prix,SAR,3,HARD,30,29.36829268292683,46.05609756097561,1,0.4857142857142857,2,0,0,0
Hungarian Grand Prix,SAR,4,SOFT,6,29.9375,45.0125,1,0.9142857142857144,1,0,1,0
Hungarian Grand Prix,STR,1,SOFT,17,29.142857142857142,45.38928571428572,0,0.0142857142857142,2,0,0,1
Hungarian Grand Prix,STR,2,MEDIUM,32,29.313157894736843,43.92631578947368,0,0.2142857142857142,2,0,0,1
Hungarian Grand Prix,STR,3,HARD,26,29.589583333333334,45.875,0,0.6571428571428571,1,0,0,0
Hungarian Grand Prix,TSU,1,MEDIUM,29,28.716666666666665,44.17619047619048,1,0.0142857142857142,1,0,0,0
Hungarian Grand Prix,TSU,2,HARD,41,29.288235294117648,45.64117647058824,1,0.4285714285714285,1,0,0,0
Hungarian Grand Prix,VER,1,MEDIUM,21,28.3625,43.259375,1,0.0142857142857142,2,0,0,1
Hungarian Grand Prix,VER,2,HARD,28,28.97714285714286,43.22285714285714,1,0.3142857142857143,0,0,0,0
Hungarian Grand Prix,VER,3,MEDIUM,21,28.723684210526315,44.08684210526316,1,0.7142857142857143,1,0,0,0
Hungarian Grand Prix,ZHO,1,MEDIUM,8,28.294117647058822,43.3,0,0.0142857142857142,1,0,0,0
Hungarian Grand Prix,ZHO,2,HARD,29,28.565,42.3325,1,0.1142857142857142,1,0,0,1
Hungarian Grand Prix,ZHO,3,HARD,33,29.589473684210528,46.63421052631579,1,0.5285714285714286,2,0,0,0
Italian Grand Prix,ALB,1,MEDIUM,17,33.30588235294118,49.0,1,0.0188679245283018,1,0,0,1
Italian Grand Prix,ALB,2,HARD,36,32.50277777777777,45.19722222222222,1,0.3396226415094339,0,0,0,0
Italian Grand Prix,ALO,1,MEDIUM,13,33.483333333333334,49.525,0,0.0188679245283018,0,0,0,0
Italian Grand Prix,ALO,2,HARD,24,32.68695652173913,46.3,0,0.2452830188679245,2,0,0,0
Italian Grand Prix,ALO,3,HARD,20,32.37777777777777,44.48888888888889,0,0.6792452830188679,1,0,0,1
Italian Grand Prix,BOT,1,HARD,34,32.97575757575758,47.52121212121212,0,0.0188679245283018,1,0,0,1
Italian Grand Prix,BOT,2,MEDIUM,20,32.4,44.61578947368421,0,0.6415094339622641,2,0,0,1
Italian Grand Prix,COL,1,MEDIUM,16,33.33125,49.03125,1,0.0188679245283018,1,0,0,1
Italian Grand Prix,COL,2,HARD,37,32.508108108108104,45.27297297297297,1,0.320754716981132,1,0,0,0
Italian Grand Prix,GAS,1,MEDIUM,10,33.54,49.88,1,0.0188679245283018,1,0,0,1
Italian Grand Prix,GAS,2,HARD,20,32.739999999999995,46.635000000000005,1,0.2075471698113207,1,0,0,1
Italian Grand Prix,GAS,3,HARD,22,32.43181818181818,44.75909090909091,1,0.5849056603773585,2,0,0,0
Italian Grand Prix,HAM,1,MEDIUM,15,33.373333333333335,49.22,1,0.0188679245283018,1,0,0,1
Italian Grand Prix,HAM,2,HARD,22,32.63636363636363,46.01363636363636,1,0.3018867924528302,1,0,0,0
Italian Grand Prix,HAM,3,HARD,16,32.375,44.4625,1,0.7169811320754716,0,0,0,0
Italian Grand Prix,HUL,1,MEDIUM,5,33.739999999999995,50.72,1,0.0188679245283018,0,0,0,0
Italian Grand Prix,HUL,2,HARD,27,32.82962962962963,46.98888888888889,1,0.1132075471698113,3,0,0,1
Italian Grand Prix,HUL,3,HARD,20,32.415,44.655,1,0.6226415094339622,0,0,0,0
Italian Grand Prix,LEC,1,MEDIUM,15,33.373333333333335,49.306666666666665,1,0.0188679245283018,1,0,0,1
Italian Grand Prix,LEC,2,HARD,38,32.52894736842105,45.38947368421052,1,0.3018867924528302,0,0,0,0
Italian Grand Prix,MAG,1,MEDIUM,14,33.40714285714286,49.271428571428565,1,0.0188679245283018,1,0,0,1
Italian Grand Prix,MAG,2,HARD,39,32.52564102564103,45.38717948717949,1,0.2830188679245283,1,0,0,0
Italian Grand Prix,NOR,1,MEDIUM,14,33.40714285714286,49.35714285714285,1,0.0188679245283018,1,0,0,1
Italian Grand Prix,NOR,2,HARD,18,32.66111111111111,46.32222222222222,1,0.2830188679245283,1,0,0,0
Italian Grand Prix,NOR,3,HARD,21,32.42857142857143,44.72380952380953,1,0.6226415094339622,0,0,0,0
Italian Grand Prix,OCO,1,HARD,31,33.00322580645162,47.65806451612904,1,0.0188679245283018,0,0,0,0
Italian Grand Prix,OCO,2,MEDIUM,21,32.423809523809524,44.71428571428572,1,0.6037735849056604,0,0,0,0
Italian Grand Prix,PER,1,HARD,23,33.165217391304346,48.36521739130435,1,0.0188679245283018,1,0,0,1
Italian Grand Prix,PER,2,HARD,12,32.56666666666667,45.675,1,0.4528301886792453,1,0,0,0
Italian Grand Prix,PER,3,MEDIUM,18,32.37777777777777,44.5,1,0.6792452830188679,1,0,0,0
Italian Grand Prix,PIA,1,MEDIUM,16,33.3375,49.2125,1,0.0188679245283018,0,0,0,0
Italian Grand Prix,PIA,2,HARD,22,32.63181818181818,45.92727272727273,1,0.320754716981132,1,0,0,0
Italian Grand Prix,PIA,3,HARD,15,32.36,44.43333333333333,1,0.7358490566037735,0,0,0,0
Italian Grand Prix,RIC,1,MEDIUM,11,33.518181818181816,49.7,1,0.0188679245283018,1,0,0,1
Italian Grand Prix,RIC,2,HARD,43,32.55952380952381,45.55952380952381,0,0.2264150943396226,1,0,0,0
Italian Grand Prix,RUS,1,MEDIUM,11,33.518181818181816,49.74545454545455,1,0.0188679245283018,2,0,0,1
Italian Grand Prix,RUS,2,HARD,22,32.7,46.43636363636364,1,0.2264150943396226,1,0,0,0
Italian Grand Prix,RUS,3,HARD,20,32.410000000000004,44.605,1,0.6415094339622641,0,0,0,0
Italian Grand Prix,SAI,1,MEDIUM,19,33.257894736842104,48.8421052631579,1,0.0188679245283018,1,0,0,1
Italian Grand Prix,SAI,2,HARD,34,32.48823529411764,45.14705882352941,1,0.3773584905660377,0,0,0,0
Italian Grand Prix,STR,1,HARD,20,33.257894736842104,48.71052631578947,0,0.0188679245283018,0,0,0,0
Italian Grand Prix,STR,2,HARD,19,32.588235294117645,45.794117647058826,0,0.3773584905660377,1,0,0,0
Italian Grand Prix,STR,3,MEDIUM,15,32.392857142857146,44.55714285714286,0,0.6981132075471698,1,0,0,0
Italian Grand Prix,STR,4,SOFT,2,32.2,43.8,1,0.9622641509433962,1,0,0,1
Italian Grand Prix,TSU,1,HARD,8,33.642857142857146,50.385714285714286,0,0.0188679245283018,1,0,0,1
Italian Grand Prix,VER,1,HARD,22,33.19090909090909,48.47727272727273,1,0.0188679245283018,1,0,0,1
Italian Grand Prix,VER,2,HARD,19,32.54736842105263,45.47368421052632,1,0.4339622641509434,2,0,0,1
Italian Grand Prix,VER,3,MEDIUM,12,32.34166666666666,44.31666666666666,1,0.7924528301886793,0,0,0,0
Italian Grand Prix,ZHO,1,MEDIUM,16,33.36666666666667,49.11333333333334,0,0.0188679245283018,1,0,0,1
Italian Grand Prix,ZHO,2,HARD,38,32.527027027027025,45.332432432432434,0,0.3018867924528302,0,0,0,0
Japanese Grand Prix,ALO,2,SOFT,13,19.383333333333333,31.495833333333334,0,0.0754716981132075,0,0,0,0
Japanese Grand Prix,ALO,3,MEDIUM,20,19.571875,31.765625,1,0.2641509433962264,0,0,0,0
Japanese Grand Prix,ALO,4,HARD,20,19.931818181818183,32.34090909090909,1,0.6415094339622641,1,0,0,0
Japanese Grand Prix,BOT,2,SOFT,6,18.43076923076923,28.72307692307692,0,0.0754716981132075,0,0,0,0
Japanese Grand Prix,BOT,3,HARD,16,19.421875,31.196875,1,0.1320754716981132,1,0,0,0
Japanese Grand Prix,BOT,4,HARD,30,20.08888888888889,33.15833333333333,1,0.4339622641509434,2,0,0,0
Japanese Grand Prix,GAS,2,HARD,15,20.59,34.18,1,0.0566037735849056,0,0,0,0
Japanese Grand Prix,GAS,3,MEDIUM,16,20.794444444444444,34.62222222222223,1,0.320754716981132,0,0,0,0
Japanese Grand Prix,GAS,4,HARD,20,19.8125,32.4625,1,0.6226415094339622,1,0,0,0
Japanese Grand Prix,HAM,2,HARD,22,20.31153846153846,33.42307692307692,1,0.0754716981132075,1,0,0,1
Japanese Grand Prix,HAM,3,HARD,16,18.925714285714285,30.13428571428572,1,0.4528301886792453,1,0,0,0
Japanese Grand Prix,HAM,4,MEDIUM,15,19.020000000000003,30.27,0,0.7547169811320755,2,0,0,0
