GP,Driver,Stint,Compound,StintLength,AirTemp,TrackTemp
Mexico City Grand Prix,ALO,1,SOFT,4,23.975,44.0875
Mexico City Grand Prix,ALO,3,SOFT,26,25.241176470588236,45.92352941176471
Mexico City Grand Prix,ALO,4,MEDIUM,22,25.993548387096773,45.36774193548386
Mexico City Grand Prix,ALO,5,SOFT,24,26.51923076923077,41.91538461538461
Mexico City Grand Prix,BOT,3,SOFT,16,25.253846153846155,46.48461538461538
Mexico City Grand Prix,BOT,4,MEDIUM,21,26.14761904761905,45.76190476190476
Mexico City Grand Prix,GAS,3,SOFT,27,25.554545454545455,46.43939393939394
Mexico City Grand Prix,GAS,4,MEDIUM,20,26.318181818181817,45.03636363636363
Mexico City Grand Prix,GAS,5,SOFT,25,26.522222222222222,41.94814814814814
Mexico City Grand Prix,HAM,1,SOFT,4,23.9,43.88
Mexico City Grand Prix,HAM,3,SOFT,19,25.68,46.255
Mexico City Grand Prix,HAM,4,MEDIUM,28,26.118181818181817,45.39696969696969
Mexico City Grand Prix,HAM,5,SOFT,28,26.485714285714288,42.06428571428571
Mexico City Grand Prix,HUL,3,SOFT,22,25.85,46.475
Mexico City Grand Prix,HUL,4,SOFT,28,25.909375,45.26875
Mexico City Grand Prix,HUL,5,SOFT,27,26.437037037037037,42.092592592592595
Mexico City Grand Prix,NOR,1,SOFT,4,23.845454545454547,44.06363636363636
Mexico City Grand Prix,NOR,3,SOFT,25,25.675862068965518,46.313793103448276
Mexico City Grand Prix,NOR,4,MEDIUM,32,26.377142857142857,44.40285714285714
Mexico City Grand Prix,NOR,5,SOFT,15,26.26875,40.75
Mexico City Grand Prix,OCO,1,SOFT,4,23.746666666666666,44.29333333333333
Mexico City Grand Prix,OCO,3,SOFT,15,25.44,46.489999999999995
Mexico City Grand Prix,OCO,4,MEDIUM,17,25.989473684210527,45.96315789473684
Mexico City Grand Prix,OCO,5,SOFT,23,26.472727272727273,44.372727272727275
Mexico City Grand Prix,OCO,6,SOFT,19,26.542105263157897,41.58421052631579
Mexico City Grand Prix,PER,1,SOFT,4,23.880000000000003,43.85
Mexico City Grand Prix,PER,3,SOFT,21,25.114285714285714,46.35142857142857
Mexico City Grand Prix,PER,4,MEDIUM,26,26.264285714285712,45.32857142857143
Mexico City Grand Prix,PER,5,SOFT,28,26.52592592592593,42.0
Mexico City Grand Prix,PIA,1,SOFT,3,23.76153846153846,44.26153846153846
Mexico City Grand Prix,PIA,3,MEDIUM,23,25.78,46.36
Mexico City Grand Prix,PIA,4,SOFT,31,26.43793103448276,44.758620689655174
Mexico City Grand Prix,PIA,5,SOFT,22,26.186363636363637,42.095454545454544
Mexico City Grand Prix,RIC,3,SOFT,28,25.765384615384615,46.58461538461539
Mexico City Grand Prix,RIC,4,MEDIUM,29,26.309090909090912,44.83939393939394
Mexico City Grand Prix,RIC,5,SOFT,15,26.513333333333332,40.766666666666666
Mexico City Grand Prix,RUS,1,SOFT,4,23.891666666666666,44.24166666666667
Mexico City Grand Prix,RUS,3,SOFT,20,25.513636363636362,45.904545454545456
Mexico City Grand Prix,RUS,4,MEDIUM,26,25.678048780487803,45.52195121951219
Mexico City Grand Prix,RUS,5,SOFT,15,26.453333333333333,43.46666666666667
Mexico City Grand Prix,SAI,1,SOFT,3,23.75,44.30714285714286
Mexico City Grand Prix,SAI,3,SOFT,28,25.81851851851852,46.525925925925925
Mexico City Grand Prix,SAI,4,MEDIUM,25,26.29655172413793,44.79655172413793
Mexico City Grand Prix,SAI,5,SOFT,23,26.430434782608696,41.61739130434783
Mexico City Grand Prix,SAR,3,SOFT,15,25.447058823529414,46.470588235294116
Mexico City Grand Prix,SAR,4,SOFT,27,25.993939393939392,45.79090909090909
Mexico City Grand Prix,SAR,5,SOFT,26,26.596153846153847,42.176923076923075
Mexico City Grand Prix,STR,1,SOFT,1,24.099999999999998,44.42857142857143
Mexico City Grand Prix,STR,3,SOFT,23,25.383333333333336,46.21666666666667
Mexico City Grand Prix,STR,4,MEDIUM,30,26.220588235294116,44.94705882352941
Mexico City Grand Prix,STR,5,SOFT,21,26.254166666666666,41.94583333333333
Mexico City Grand Prix,TSU,3,SOFT,24,25.48125,46.38125
Mexico City Grand Prix,TSU,4,MEDIUM,29,26.205714285714286,45.068571428571424
Mexico City Grand Prix,TSU,5,SOFT,19,26.5125,40.9375
Mexico City Grand Prix,VER,1,SOFT,4,23.9,43.87777777777777
Mexico City Grand Prix,VER,3,SOFT,28,25.295238095238098,46.27619047619047
Mexico City Grand Prix,VER,4,MEDIUM,29,26.44193548387097,44.641935483870974
Mexico City Grand Prix,VER,5,SOFT,15,26.429411764705883,41.10588235294117
Mexico City Grand Prix,ZHO,3,SOFT,13,25.24705882352941,46.61764705882353
Mexico City Grand Prix,ZHO,4,MEDIUM,7,25.37142857142857,46.521428571428565
Miami Grand Prix,ALB,1,MEDIUM,22,28.025,40.095
Miami Grand Prix,ALB,2,HARD,35,27.520000000000003,37.23777777777778
Miami Grand Prix,ALO,1,MEDIUM,25,27.681081081081082,37.637837837837836
Miami Grand Prix,ALO,2,HARD,34,27.544444444444444,37.275555555555556
Miami Grand Prix,BOT,1,MEDIUM,15,27.976666666666667,39.419999999999995
Miami Grand Prix,BOT,2,HARD,42,27.316666666666666,35.87916666666667
Miami Grand Prix,DEV,1,MEDIUM,15,28.294736842105266,41.56315789473685
Miami Grand Prix,DEV,2,HARD,42,27.4,36.474074074074075
Miami Grand Prix,GAS,1,MEDIUM,15,28.310256410256407,41.743589743589745
Miami Grand Prix,GAS,2,HARD,42,27.361538461538462,36.20961538461539
Miami Grand Prix,HAM,1,HARD,37,27.711764705882352,38.1764705882353
Miami Grand Prix,HAM,2,MEDIUM,20,27.42758620689655,36.248275862068965
Miami Grand Prix,HUL,1,HARD,33,27.96481481481481,39.69814814814814
Miami Grand Prix,HUL,2,MEDIUM,24,27.710256410256413,38.44615384615385
Miami Grand Prix,LEC,1,MEDIUM,17,28.24473684210526,41.25526315789474
Miami Grand Prix,LEC,2,HARD,40,27.42549019607843,36.67058823529412
Miami Grand Prix,MAG,1,MEDIUM,14,28.28787878787879,41.54242424242425
Miami Grand Prix,MAG,2,HARD,43,27.545614035087716,37.5140350877193
Miami Grand Prix,NOR,1,SOFT,4,28.228571428571428,41.199999999999996
Miami Grand Prix,NOR,2,HARD,53,27.49047619047619,36.87301587301587
Miami Grand Prix,OCO,1,HARD,39,28.0231884057971,40.24927536231884
Miami Grand Prix,OCO,2,MEDIUM,18,28.077272727272728,40.440909090909095
Miami Grand Prix,PER,1,MEDIUM,20,28.00857142857143,39.65142857142857
Miami Grand Prix,PER,2,HARD,37,27.354545454545452,36.31818181818182
Miami Grand Prix,PIA,1,SOFT,5,28.288888888888888,41.76111111111111
Miami Grand Prix,PIA,2,HARD,51,27.566666666666666,37.40454545454545
Miami Grand Prix,RUS,1,MEDIUM,17,27.915625,39.171875
Miami Grand Prix,RUS,2,HARD,40,27.384313725490195,36.36862745098039
Miami Grand Prix,SAI,1,MEDIUM,18,28.24761904761905,41.173809523809524
Miami Grand Prix,SAI,2,HARD,39,27.369565217391305,36.34130434782609
Miami Grand Prix,SAR,1,MEDIUM,2,28.934615384615384,45.388461538461534
Miami Grand Prix,SAR,2,HARD,54,27.443076923076923,36.64
Miami Grand Prix,STR,1,HARD,43,27.72622950819672,38.30491803278689
Miami Grand Prix,STR,2,MEDIUM,16,27.347619047619045,35.65714285714286
Miami Grand Prix,TSU,1,HARD,36,27.940677966101696,39.66949152542373
Miami Grand Prix,TSU,2,MEDIUM,21,27.611428571428572,37.41142857142857
Miami Grand Prix,VER,1,HARD,45,27.7,38.26190476190476
Miami Grand Prix,VER,2,MEDIUM,12,27.62857142857143,37.6
Miami Grand Prix,ZHO,1,HARD,31,27.777083333333334,38.41458333333333
Miami Grand Prix,ZHO,2,MEDIUM,26,27.70888888888889,38.126666666666665
Monaco Grand Prix,ALB,1,MEDIUM,18,26.267307692307693,43.46153846153846
Monaco Grand Prix,ALB,2,HARD,34,25.894642857142856,41.035714285714285
Monaco Grand Prix,ALB,3,INTERMEDIATE,25,24.212903225806453,32.9741935483871
Monaco Grand Prix,ALO,1,HARD,55,25.666233766233766,40.91298701298702
Monaco Grand Prix,ALO,2,MEDIUM,2,26.361904761904764,44.17619047619048
Monaco Grand Prix,ALO,3,INTERMEDIATE,23,25.164444444444445,37.422222222222224
Monaco Grand Prix,BOT,1,HARD,51,25.8,41.62771084337349
Monaco Grand Prix,BOT,2,INTERMEDIATE,26,24.480555555555554,34.580555555555556
Monaco Grand Prix,DEV,1,MEDIUM,53,25.74642857142857,41.357142857142854
Monaco Grand Prix,DEV,2,INTERMEDIATE,24,25.348000000000003,37.692
Monaco Grand Prix,GAS,1,HARD,47,25.95402298850575,42.244827586206895
Monaco Grand Prix,GAS,2,MEDIUM,7,26.264705882352942,43.45882352941176
Monaco Grand Prix,GAS,3,INTERMEDIATE,24,25.211111111111112,36.24888888888889
Monaco Grand Prix,HAM,1,MEDIUM,31,26.124590163934425,43.00819672131148
Monaco Grand Prix,HAM,2,HARD,23,26.024,41.13399999999999
Monaco Grand Prix,HAM,3,INTERMEDIATE,24,24.90952380952381,35.87142857142857
Monaco Grand Prix,HUL,1,MEDIUM,1,26.728571428571428,45.73428571428572
Monaco Grand Prix,HUL,2,HARD,52,25.635820895522386,40.0776119402985
Monaco Grand Prix,HUL,3,INTERMEDIATE,5,25.7,36.945454545454545
Monaco Grand Prix,HUL,4,WET,17,24.72222222222222,33.199999999999996
Monaco Grand Prix,LEC,1,HARD,44,25.793846153846154,41.49230769230769
Monaco Grand Prix,LEC,2,MEDIUM,11,26.147222222222222,42.36944444444444
Monaco Grand Prix,LEC,3,INTERMEDIATE,23,24.9075,36.230000000000004
Monaco Grand Prix,MAG,1,HARD,55,25.833707865168538,41.26966292134831
Monaco Grand Prix,MAG,2,WET,14,25.21034482758621,37.50344827586206
Monaco Grand Prix,NOR,1,MEDIUM,50,25.887804878048783,41.451219512195124
Monaco Grand Prix,NOR,2,HARD,4,26.095652173913045,43.2695652173913
Monaco Grand Prix,NOR,3,INTERMEDIATE,23,24.91351351351351,35.68378378378378
Monaco Grand Prix,OCO,1,MEDIUM,32,25.89032258064516,43.07258064516129
Monaco Grand Prix,OCO,2,HARD,22,26.143636363636364,41.69818181818182
Monaco Grand Prix,OCO,3,INTERMEDIATE,24,25.157777777777774,36.13333333333333
Monaco Grand Prix,PER,1,MEDIUM,1,27.048387096774192,45.34193548387096
Monaco Grand Prix,PER,2,HARD,33,25.91346153846154,41.99615384615385
Monaco Grand Prix,PER,3,MEDIUM,20,25.71333333333333,38.99666666666667
Monaco Grand Prix,PER,4,INTERMEDIATE,4,26.183333333333334,40.97222222222222
Monaco Grand Prix,PER,5,WET,13,23.376923076923074,28.176923076923078
Monaco Grand Prix,PER,6,INTERMEDIATE,6,23.849999999999998,30.28333333333333
Monaco Grand Prix,PIA,1,HARD,54,25.783333333333335,41.26904761904762
Monaco Grand Prix,PIA,2,INTERMEDIATE,23,25.241666666666664,38.106249999999996
Monaco Grand Prix,RUS,1,HARD,54,25.85421686746988,41.15903614457831
Monaco Grand Prix,RUS,2,INTERMEDIATE,24,25.45357142857143,38.39821428571429
Monaco Grand Prix,SAI,1,HARD,33,26.04179104477612,42.93134328358209
Monaco Grand Prix,SAI,2,MEDIUM,21,25.98913043478261,41.43695652173913
Monaco Grand Prix,SAI,3,INTERMEDIATE,23,24.87142857142857,34.79714285714286
Monaco Grand Prix,SAR,1,MEDIUM,20,26.09807692307692,44.00576923076923
Monaco Grand Prix,SAR,2,HARD,3,26.723809523809525,43.647619047619045
Monaco Grand Prix,SAR,3,SOFT,29,25.328125,38.003125
Monaco Grand Prix,SAR,4,INTERMEDIATE,24,25.458490566037735,37.83773584905661
Monaco Grand Prix,STR,1,HARD,52,25.698666666666668,41.16266666666667
Monaco Grand Prix,STR,2,INTERMEDIATE,2,26.23478260869565,44.34347826086957
Monaco Grand Prix,TSU,1,MEDIUM,53,25.725301204819274,41.36867469879518
Monaco Grand Prix,TSU,2,INTERMEDIATE,23,25.454,37.688
Monaco Grand Prix,VER,1,MEDIUM,55,25.93736263736264,41.35054945054945
Monaco Grand Prix,VER,2,INTERMEDIATE,23,25.174468085106383,37.706382978723404
Monaco Grand Prix,ZHO,1,SOFT,1,26.57241379310345,46.04827586206897
Monaco Grand Prix,ZHO,2,HARD,51,25.50952380952381,40.1015873015873
Monaco Grand Prix,ZHO,3,INTERMEDIATE,25,24.558823529411764,33.59705882352941
Qatar Grand Prix,ALB,1,MEDIUM,18,31.439999999999998,36.95333333333333
Qatar Grand Prix,ALB,2,MEDIUM,13,31.27692307692308,36.76153846153846
Qatar Grand Prix,ALB,3,HARD,13,31.22307692307692,36.13846153846154
Qatar Grand Prix,ALB,4,HARD,13,31.0,36.00769230769231
Qatar Grand Prix,ALO,1,MEDIUM,16,31.4625,37.0875
Qatar Grand Prix,ALO,2,MEDIUM,20,31.326666666666664,36.72
Qatar Grand Prix,ALO,3,HARD,18,31.261111111111113,36.43333333333333
Qatar Grand Prix,ALO,4,MEDIUM,13,30.99230769230769,35.95384615384615
Qatar Grand Prix,BOT,1,SOFT,4,31.5,37.4
Qatar Grand Prix,BOT,2,MEDIUM,18,31.41176470588235,36.90588235294118
Qatar Grand Prix,BOT,3,HARD,18,31.28888888888889,36.638888888888886
Qatar Grand Prix,BOT,4,HARD,19,31.04444444444444,35.96111111111111
Qatar Grand Prix,GAS,1,MEDIUM,18,31.4625,37.1125
Qatar Grand Prix,GAS,2,MEDIUM,20,31.333333333333332,36.70666666666667
Qatar Grand Prix,GAS,3,HARD,18,31.261111111111113,36.394444444444446
Qatar Grand Prix,GAS,4,MEDIUM,13,31.0,36.00769230769231
Qatar Grand Prix,HUL,1,MEDIUM,20,31.45,37.11
Qatar Grand Prix,HUL,2,HARD,14,31.314285714285713,36.73571428571428
Qatar Grand Prix,HUL,3,MEDIUM,18,31.291666666666668,36.56666666666667
Qatar Grand Prix,HUL,4,HARD,17,31.047058823529408,35.95294117647059
Qatar Grand Prix,LAW,1,SOFT,1,31.5,37.4
Qatar Grand Prix,LAW,2,HARD,18,31.405882352941177,36.92352941176471
Qatar Grand Prix,LAW,3,HARD,18,31.272222222222222,36.61666666666667
Qatar Grand Prix,LAW,4,MEDIUM,17,31.047058823529408,35.970588235294116
Qatar Grand Prix,LEC,1,MEDIUM,20,31.466666666666665,37.02222222222222
Qatar Grand Prix,LEC,2,MEDIUM,20,31.33076923076923,36.723076923076924
Qatar Grand Prix,LEC,3,HARD,18,31.27777777777778,36.49444444444444
Qatar Grand Prix,LEC,4,MEDIUM,14,31.00714285714286,35.957142857142856
Qatar Grand Prix,MAG,1,SOFT,1,31.5,37.4
Qatar Grand Prix,MAG,2,MEDIUM,18,31.41176470588235,36.9
Qatar Grand Prix,MAG,3,HARD,18,31.27777777777778,36.61666666666667
Qatar Grand Prix,MAG,4,HARD,17,31.052941176470586,35.98235294117647
Qatar Grand Prix,NOR,1,MEDIUM,20,31.45,37.11
Qatar Grand Prix,NOR,2,MEDIUM,20,31.314285714285713,36.67142857142857
Qatar Grand Prix,NOR,3,MEDIUM,17,31.264705882352942,36.41764705882353
Qatar Grand Prix,NOR,4,HARD,13,31.00769230769231,36.02307692307692
Qatar Grand Prix,OCO,1,MEDIUM,17,31.47142857142857,37.08571428571429
Qatar Grand Prix,OCO,2,MEDIUM,20,31.346666666666668,36.77333333333333
Qatar Grand Prix,OCO,3,HARD,18,31.272222222222222,36.47777777777778
Qatar Grand Prix,OCO,4,MEDIUM,14,31.0,35.94285714285714
Qatar Grand Prix,PER,1,HARD,17,31.442857142857143,36.99285714285714
Qatar Grand Prix,PER,2,MEDIUM,20,31.27857142857143,36.76428571428572
Qatar Grand Prix,PER,3,MEDIUM,18,31.233333333333334,36.175000000000004
Qatar Grand Prix,PER,4,MEDIUM,14,31.00714285714286,35.99285714285714
Qatar Grand Prix,PIA,1,MEDIUM,18,31.466666666666665,37.02222222222222
Qatar Grand Prix,PIA,2,MEDIUM,20,31.33076923076923,36.723076923076924
Qatar Grand Prix,PIA,3,MEDIUM,18,31.27777777777778,36.50555555555556
Qatar Grand Prix,PIA,4,HARD,14,31.014285714285712,35.964285714285715
Qatar Grand Prix,RUS,1,MEDIUM,8,31.5,37.4
Qatar Grand Prix,RUS,2,MEDIUM,20,31.454545454545453,37.09090909090909
Qatar Grand Prix,RUS,3,MEDIUM,18,31.305555555555557,36.77777777777778
Qatar Grand Prix,RUS,4,HARD,18,31.172222222222224,36.105555555555554
Qatar Grand Prix,RUS,5,SOFT,10,30.957142857142856,35.885714285714286
Qatar Grand Prix,SAR,1,MEDIUM,13,31.45,37.11
Qatar Grand Prix,SAR,2,MEDIUM,13,31.315384615384616,36.73076923076923
Qatar Grand Prix,SAR,3,HARD,14,31.285714285714285,36.55
Qatar Grand Prix,STR,1,MEDIUM,9,31.5,37.4
Qatar Grand Prix,STR,2,MEDIUM,18,31.41176470588235,36.90588235294118
Qatar Grand Prix,STR,3,HARD,18,31.283333333333335,36.62222222222223
Qatar Grand Prix,STR,4,MEDIUM,18,31.04444444444444,35.96111111111111
Qatar Grand Prix,TSU,1,MEDIUM,9,31.483333333333334,37.15
Qatar Grand Prix,TSU,2,MEDIUM,13,31.376923076923074,36.83846153846154
Qatar Grand Prix,TSU,3,HARD,18,31.27777777777778,36.59444444444445
Qatar Grand Prix,TSU,4,HARD,16,31.0375,35.95
Qatar Grand Prix,VER,1,MEDIUM,20,31.464285714285715,36.964285714285715
Qatar Grand Prix,VER,2,MEDIUM,20,31.3,36.78823529411765
Qatar Grand Prix,VER,3,HARD,17,31.147058823529413,36.07058823529412
Qatar Grand Prix,VER,4,MEDIUM,6,30.95,35.916666666666664
Qatar Grand Prix,ZHO,1,MEDIUM,18,31.439999999999998,36.95333333333333
Qatar Grand Prix,ZHO,2,HARD,17,31.3,36.794117647058826
Qatar Grand Prix,ZHO,3,HARD,17,31.105882352941173,36.029411764705884
Qatar Grand Prix,ZHO,4,SOFT,5,30.939999999999998,35.739999999999995
Saudi Arabian Grand Prix,ALB,1,MEDIUM,17,26.478125,33.2375
Saudi Arabian Grand Prix,ALB,2,HARD,9,26.59259259259259,35.53333333333333
Saudi Arabian Grand Prix,ALO,1,MEDIUM,18,26.47741935483871,32.87096774193548
Saudi Arabian Grand Prix,ALO,2,HARD,33,26.24102564102564,32.217948717948715
Saudi Arabian Grand Prix,BOT,1,MEDIUM,9,26.603125,36.1375
Saudi Arabian Grand Prix,BOT,2,HARD,8,26.435000000000002,32.025
Saudi Arabian Grand Prix,BOT,3,MEDIUM,18,26.405714285714286,33.565714285714286
Saudi Arabian Grand Prix,BOT,4,SOFT,14,26.423333333333336,32.053333333333335
Saudi Arabian Grand Prix,DEV,1,MEDIUM,17,26.436111111111114,35.34722222222222
Saudi Arabian Grand Prix,DEV,2,HARD,33,26.21914893617021,31.738297872340425
Saudi Arabian Grand Prix,GAS,1,MEDIUM,14,26.61176470588235,33.34705882352941
Saudi Arabian Grand Prix,GAS,2,HARD,36,26.329310344827583,33.334482758620695
Saudi Arabian Grand Prix,HAM,1,HARD,18,26.516666666666666,34.68611111111111
Saudi Arabian Grand Prix,HAM,2,MEDIUM,32,26.226190476190474,32.12857142857143
Saudi Arabian Grand Prix,HUL,1,MEDIUM,11,26.515384615384615,35.18846153846154
Saudi Arabian Grand Prix,HUL,2,HARD,39,26.273076923076925,32.00961538461539
Saudi Arabian Grand Prix,LEC,1,SOFT,16,26.544444444444444,34.849999999999994
Saudi Arabian Grand Prix,LEC,2,HARD,34,26.246666666666666,31.553333333333335
Saudi Arabian Grand Prix,MAG,1,MEDIUM,8,26.543478260869566,35.05652173913043
Saudi Arabian Grand Prix,MAG,2,HARD,42,26.272222222222222,32.242592592592594
Saudi Arabian Grand Prix,NOR,1,SOFT,2,26.439999999999998,34.160000000000004
Saudi Arabian Grand Prix,NOR,2,HARD,17,26.417857142857144,33.86071428571429
Saudi Arabian Grand Prix,NOR,3,MEDIUM,31,26.25,32.17826086956522
Saudi Arabian Grand Prix,OCO,1,MEDIUM,16,26.594285714285714,33.291428571428575
Saudi Arabian Grand Prix,OCO,2,HARD,34,26.33076923076923,32.66538461538461
Saudi Arabian Grand Prix,PER,1,MEDIUM,18,26.451724137931034,33.189655172413794
Saudi Arabian Grand Prix,PER,2,HARD,32,26.21351351351351,31.237837837837837
Saudi Arabian Grand Prix,PIA,1,MEDIUM,1,26.776190476190475,36.57142857142857
Saudi Arabian Grand Prix,PIA,2,HARD,49,26.34927536231884,32.813043478260866
Saudi Arabian Grand Prix,RUS,1,MEDIUM,18,26.55128205128205,35.32307692307692
Saudi Arabian Grand Prix,RUS,2,HARD,32,26.23414634146341,31.695121951219512
Saudi Arabian Grand Prix,SAI,1,MEDIUM,15,26.565625,34.059375
Saudi Arabian Grand Prix,SAI,2,HARD,35,26.258695652173916,32.13913043478261
Saudi Arabian Grand Prix,SAR,1,HARD,18,26.48157894736842,34.9
Saudi Arabian Grand Prix,SAR,2,MEDIUM,32,26.16842105263158,31.115789473684213
Saudi Arabian Grand Prix,STR,1,MEDIUM,13,26.503846153846155,33.107692307692304
Saudi Arabian Grand Prix,STR,2,HARD,4,26.50625,35.3
Saudi Arabian Grand Prix,TSU,1,MEDIUM,17,26.605555555555554,35.55555555555556
Saudi Arabian Grand Prix,TSU,2,HARD,33,26.293333333333333,31.77777777777778
Saudi Arabian Grand Prix,VER,1,MEDIUM,18,26.491666666666667,34.66111111111111
Saudi Arabian Grand Prix,VER,2,HARD,32,26.221951219512192,31.74634146341463
Saudi Arabian Grand Prix,ZHO,1,MEDIUM,11,26.62,35.854285714285716
Saudi Arabian Grand Prix,ZHO,2,HARD,7,26.677777777777777,34.46111111111111
Saudi Arabian Grand Prix,ZHO,3,MEDIUM,32,26.226666666666667,32.26888888888889
Singapore Grand Prix,ALB,1,MEDIUM,20,29.994999999999997,36.665
Singapore Grand Prix,ALB,2,HARD,23,29.9,35.731818181818184
Singapore Grand Prix,ALB,3,MEDIUM,19,29.549999999999997,34.95
Singapore Grand Prix,ALO,1,MEDIUM,20,29.99,36.69
Singapore Grand Prix,ALO,2,HARD,23,29.9,35.71904761904762
Singapore Grand Prix,ALO,3,SOFT,20,29.541176470588233,34.93529411764706
Singapore Grand Prix,BOT,1,HARD,40,29.957894736842107,36.252631578947366
Singapore Grand Prix,BOT,2,MEDIUM,11,29.61818181818182,35.10909090909091
Singapore Grand Prix,GAS,1,MEDIUM,20,29.99,36.68
Singapore Grand Prix,GAS,2,HARD,42,29.735000000000003,35.37
Singapore Grand Prix,HAM,1,MEDIUM,20,29.99,36.69
Singapore Grand Prix,HAM,2,HARD,23,29.9,35.7047619047619
Singapore Grand Prix,HAM,3,MEDIUM,18,29.555555555555557,34.96111111111111
Singapore Grand Prix,HUL,1,MEDIUM,20,29.99,36.68
Singapore Grand Prix,HUL,2,HARD,42,29.741463414634147,35.37317073170732
Singapore Grand Prix,LAW,1,MEDIUM,20,29.99,36.68
Singapore Grand Prix,LAW,2,HARD,42,29.7390243902439,35.380487804878044
Singapore Grand Prix,LEC,1,SOFT,23,29.99,36.69
Singapore Grand Prix,LEC,2,HARD,42,29.732499999999998,35.36
Singapore Grand Prix,MAG,1,MEDIUM,20,29.99,36.69
Singapore Grand Prix,MAG,2,HARD,23,29.9,35.71904761904762
Singapore Grand Prix,MAG,3,SOFT,22,29.549999999999997,34.94444444444444
Singapore Grand Prix,NOR,1,MEDIUM,20,29.99,36.69
Singapore Grand Prix,NOR,2,HARD,42,29.738461538461536,35.35897435897436
Singapore Grand Prix,OCO,1,MEDIUM,20,29.985000000000003,36.69
Singapore Grand Prix,OCO,2,HARD,22,29.910000000000004,35.760000000000005
Singapore Grand Prix,PER,1,HARD,39,29.96216216216216,36.28378378378378
Singapore Grand Prix,PER,2,MEDIUM,23,29.58695652173913,35.02608695652174
Singapore Grand Prix,PIA,1,MEDIUM,20,29.99,36.68
Singapore Grand Prix,PIA,2,HARD,42,29.73658536585366,35.37560975609756
Singapore Grand Prix,RUS,1,MEDIUM,20,29.99,36.69
Singapore Grand Prix,RUS,2,HARD,23,29.9,35.7047619047619
Singapore Grand Prix,RUS,3,MEDIUM,17,29.558823529411764,34.96470588235294
Singapore Grand Prix,SAI,1,MEDIUM,20,29.99,36.69
Singapore Grand Prix,SAI,2,HARD,42,29.7375,35.3625
Singapore Grand Prix,SAR,1,MEDIUM,18,29.994444444444444,36.71111111111111
Singapore Grand Prix,SAR,2,HARD,24,29.900000000000002,35.76086956521739
Singapore Grand Prix,SAR,3,MEDIUM,19,29.549999999999997,34.93888888888889
Singapore Grand Prix,VER,1,HARD,40,29.957894736842107,36.26315789473684
Singapore Grand Prix,VER,2,MEDIUM,22,29.577272727272728,35.0
Singapore Grand Prix,ZHO,1,SOFT,2,29.85,37.0
Singapore Grand Prix,ZHO,2,HARD,18,30.022222222222222,36.59444444444445
Singapore Grand Prix,ZHO,3,MEDIUM,42,29.741463414634147,35.37317073170732
Spanish Grand Prix,ALB,1,SOFT,16,23.17096774193548,35.00322580645161
Spanish Grand Prix,ALB,2,HARD,21,22.64848484848485,32.945454545454545
Spanish Grand Prix,ALB,3,MEDIUM,28,21.807499999999997,27.267500000000002
Spanish Grand Prix,ALO,1,SOFT,22,22.45862068965517,32.38965517241379
Spanish Grand Prix,ALO,2,SOFT,28,22.389743589743592,30.292307692307695
Spanish Grand Prix,ALO,3,HARD,22,22.384090909090908,29.175
Spanish Grand Prix,BOT,1,SOFT,5,22.98,33.946666666666665
Spanish Grand Prix,BOT,2,HARD,34,22.286274509803924,29.954901960784316
Spanish Grand Prix,BOT,3,HARD,26,21.965,26.997500000000002
Spanish Grand Prix,DEV,1,SOFT,9,23.15625,34.79375
Spanish Grand Prix,DEV,2,HARD,29,22.165,30.972500000000004
Spanish Grand Prix,DEV,3,MEDIUM,27,21.917073170731708,28.08780487804878
Spanish Grand Prix,GAS,1,SOFT,22,22.935294117647057,34.09411764705882
Spanish Grand Prix,GAS,2,MEDIUM,20,22.73030303030303,33.50909090909091
Spanish Grand Prix,GAS,3,HARD,27,21.73421052631579,26.942105263157895
Spanish Grand Prix,HAM,1,SOFT,27,22.78205128205128,33.648717948717945
Spanish Grand Prix,HAM,2,MEDIUM,26,22.415555555555557,30.146666666666665
Spanish Grand Prix,HAM,3,SOFT,19,22.46,31.708000000000002
Spanish Grand Prix,HUL,1,SOFT,11,22.97826086956522,34.073913043478264
Spanish Grand Prix,HUL,2,MEDIUM,18,22.314285714285717,32.09642857142857
Spanish Grand Prix,HUL,3,HARD,17,22.623809523809523,32.56904761904762
Spanish Grand Prix,HUL,4,MEDIUM,22,22.4,30.2725
Spanish Grand Prix,LEC,1,HARD,16,22.736363636363635,33.66818181818182
Spanish Grand Prix,LEC,2,SOFT,25,22.39,31.7375
Spanish Grand Prix,LEC,3,HARD,50,22.12702702702703,30.070270270270267
Spanish Grand Prix,MAG,1,SOFT,10,23.036363636363635,34.39545454545455
Spanish Grand Prix,MAG,2,MEDIUM,14,22.575,32.83571428571428
Spanish Grand Prix,MAG,3,HARD,18,22.461111111111112,32.02222222222222
Spanish Grand Prix,MAG,4,MEDIUM,23,22.123333333333335,28.44
Spanish Grand Prix,NOR,1,SOFT,3,22.97,33.5
Spanish Grand Prix,NOR,2,HARD,21,22.166666666666668,31.30666666666667
Spanish Grand Prix,NOR,3,MEDIUM,28,22.253488372093024,30.57906976744186
Spanish Grand Prix,NOR,4,SOFT,18,21.72142857142857,23.969047619047622
Spanish Grand Prix,OCO,1,SOFT,16,23.253333333333334,35.28666666666666
Spanish Grand Prix,OCO,2,MEDIUM,22,22.66,33.26
