Time,Driver,DriverNumber,LapNumber,Stint,Compound,TyreLife,FreshTyre,LapTime,Sector1Time,Sector2Time,Sector3Time,Team,Position,GP
0 days 02:35:55.949000,HUL,27,66.0,4.0,WET,7.0,True,0 days 00:01:36.301000,0 days 00:00:25.320000,0 days 00:00:46.790000,0 days 00:00:24.191000,Haas F1 Team,17.0,Monaco Grand Prix
0 days 02:37:31.605000,HUL,27,67.0,4.0,WET,8.0,True,0 days 00:01:35.656000,0 days 00:00:24.971000,0 days 00:00:46.436000,0 days 00:00:24.249000,Haas F1 Team,17.0,Monaco Grand Prix
0 days 02:39:08.260000,HUL,27,68.0,4.0,WET,9.0,True,0 days 00:01:36.655000,0 days 00:00:25.788000,0 days 00:00:46.616000,0 days 00:00:24.251000,Haas F1 Team,17.0,Monaco Grand Prix
0 days 02:40:43.557000,HUL,27,69.0,4.0,WET,10.0,True,0 days 00:01:35.297000,0 days 00:00:25.479000,0 days 00:00:46.043000,0 days 00:00:23.775000,Haas F1 Team,17.0,Monaco Grand Prix
0 days 02:42:24.504000,HUL,27,70.0,4.0,WET,11.0,True,0 days 00:01:40.947000,0 days 00:00:25.620000,0 days 00:00:50.168000,0 days 00:00:25.159000,Haas F1 Team,16.0,Monaco Grand Prix
0 days 02:43:58.248000,HUL,27,71.0,4.0,WET,12.0,True,0 days 00:01:33.744000,0 days 00:00:25.068000,0 days 00:00:45.225000,0 days 00:00:23.451000,Haas F1 Team,16.0,Monaco Grand Prix
0 days 02:45:31.242000,HUL,27,72.0,4.0,WET,13.0,True,0 days 00:01:32.994000,0 days 00:00:25.437000,0 days 00:00:44.313000,0 days 00:00:23.244000,Haas F1 Team,16.0,Monaco Grand Prix
0 days 02:47:04.353000,HUL,27,73.0,4.0,WET,14.0,True,0 days 00:01:33.111000,0 days 00:00:24.429000,0 days 00:00:44.932000,0 days 00:00:23.750000,Haas F1 Team,16.0,Monaco Grand Prix
0 days 02:48:39.277000,HUL,27,74.0,4.0,WET,15.0,True,0 days 00:01:34.924000,0 days 00:00:24.823000,0 days 00:00:46.421000,0 days 00:00:23.680000,Haas F1 Team,16.0,Monaco Grand Prix
0 days 02:50:13.423000,HUL,27,75.0,4.0,WET,16.0,True,0 days 00:01:34.146000,0 days 00:00:24.147000,0 days 00:00:46.727000,0 days 00:00:23.272000,Haas F1 Team,16.0,Monaco Grand Prix
0 days 02:51:43.683000,HUL,27,76.0,4.0,WET,17.0,True,0 days 00:01:30.260000,0 days 00:00:24.060000,0 days 00:00:42.954000,0 days 00:00:23.246000,Haas F1 Team,16.0,Monaco Grand Prix
0 days 01:03:29.836000,OCO,31,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:26.639000,,0 days 00:00:38.186000,0 days 00:00:21.587000,Alpine,3.0,Monaco Grand Prix
0 days 01:04:50.137000,OCO,31,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:20.301000,0 days 00:00:21.245000,0 days 00:00:37.737000,0 days 00:00:21.319000,Alpine,3.0,Monaco Grand Prix
0 days 01:06:09.841000,OCO,31,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:19.704000,0 days 00:00:21.039000,0 days 00:00:37.387000,0 days 00:00:21.278000,Alpine,3.0,Monaco Grand Prix
0 days 01:07:29.155000,OCO,31,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:19.314000,0 days 00:00:21.005000,0 days 00:00:37.074000,0 days 00:00:21.235000,Alpine,3.0,Monaco Grand Prix
0 days 01:08:48.196000,OCO,31,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:19.041000,0 days 00:00:20.976000,0 days 00:00:37.031000,0 days 00:00:21.034000,Alpine,3.0,Monaco Grand Prix
0 days 01:10:06.927000,OCO,31,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:18.731000,0 days 00:00:20.863000,0 days 00:00:36.825000,0 days 00:00:21.043000,Alpine,3.0,Monaco Grand Prix
0 days 01:11:25.709000,OCO,31,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:18.782000,0 days 00:00:20.897000,0 days 00:00:36.859000,0 days 00:00:21.026000,Alpine,3.0,Monaco Grand Prix
0 days 01:12:44.242000,OCO,31,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:18.533000,0 days 00:00:20.786000,0 days 00:00:36.752000,0 days 00:00:20.995000,Alpine,3.0,Monaco Grand Prix
0 days 01:14:02.836000,OCO,31,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:18.594000,0 days 00:00:20.670000,0 days 00:00:36.813000,0 days 00:00:21.111000,Alpine,3.0,Monaco Grand Prix
0 days 01:15:21.296000,OCO,31,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:18.460000,0 days 00:00:20.863000,0 days 00:00:36.800000,0 days 00:00:20.797000,Alpine,3.0,Monaco Grand Prix
0 days 01:16:39.567000,OCO,31,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:18.271000,0 days 00:00:20.676000,0 days 00:00:36.376000,0 days 00:00:21.219000,Alpine,3.0,Monaco Grand Prix
0 days 01:17:58.082000,OCO,31,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:18.515000,0 days 00:00:20.771000,0 days 00:00:36.747000,0 days 00:00:20.997000,Alpine,3.0,Monaco Grand Prix
0 days 01:19:16.107000,OCO,31,13.0,1.0,MEDIUM,13.0,True,0 days 00:01:18.025000,0 days 00:00:20.578000,0 days 00:00:36.528000,0 days 00:00:20.919000,Alpine,3.0,Monaco Grand Prix
0 days 01:20:34.162000,OCO,31,14.0,1.0,MEDIUM,14.0,True,0 days 00:01:18.055000,0 days 00:00:20.559000,0 days 00:00:36.746000,0 days 00:00:20.750000,Alpine,3.0,Monaco Grand Prix
0 days 01:21:52.180000,OCO,31,15.0,1.0,MEDIUM,15.0,True,0 days 00:01:18.018000,0 days 00:00:20.555000,0 days 00:00:36.599000,0 days 00:00:20.864000,Alpine,3.0,Monaco Grand Prix
0 days 01:23:10.128000,OCO,31,16.0,1.0,MEDIUM,16.0,True,0 days 00:01:17.948000,0 days 00:00:20.511000,0 days 00:00:36.525000,0 days 00:00:20.912000,Alpine,3.0,Monaco Grand Prix
0 days 01:24:28.500000,OCO,31,17.0,1.0,MEDIUM,17.0,True,0 days 00:01:18.372000,0 days 00:00:20.713000,0 days 00:00:36.720000,0 days 00:00:20.939000,Alpine,3.0,Monaco Grand Prix
0 days 01:25:46.720000,OCO,31,18.0,1.0,MEDIUM,18.0,True,0 days 00:01:18.220000,0 days 00:00:20.604000,0 days 00:00:36.763000,0 days 00:00:20.853000,Alpine,3.0,Monaco Grand Prix
0 days 01:27:04.794000,OCO,31,19.0,1.0,MEDIUM,19.0,True,0 days 00:01:18.074000,0 days 00:00:20.494000,0 days 00:00:36.677000,0 days 00:00:20.903000,Alpine,3.0,Monaco Grand Prix
0 days 01:28:22.881000,OCO,31,20.0,1.0,MEDIUM,20.0,True,0 days 00:01:18.087000,0 days 00:00:20.625000,0 days 00:00:36.647000,0 days 00:00:20.815000,Alpine,3.0,Monaco Grand Prix
0 days 01:29:41.042000,OCO,31,21.0,1.0,MEDIUM,21.0,True,0 days 00:01:18.161000,0 days 00:00:20.634000,0 days 00:00:36.567000,0 days 00:00:20.960000,Alpine,3.0,Monaco Grand Prix
0 days 01:30:59.099000,OCO,31,22.0,1.0,MEDIUM,22.0,True,0 days 00:01:18.057000,0 days 00:00:20.636000,0 days 00:00:36.634000,0 days 00:00:20.787000,Alpine,3.0,Monaco Grand Prix
0 days 01:32:16.972000,OCO,31,23.0,1.0,MEDIUM,23.0,True,0 days 00:01:17.873000,0 days 00:00:20.401000,0 days 00:00:36.513000,0 days 00:00:20.959000,Alpine,3.0,Monaco Grand Prix
0 days 01:33:34.470000,OCO,31,24.0,1.0,MEDIUM,24.0,True,0 days 00:01:17.498000,0 days 00:00:20.459000,0 days 00:00:36.435000,0 days 00:00:20.604000,Alpine,3.0,Monaco Grand Prix
0 days 01:34:51.921000,OCO,31,25.0,1.0,MEDIUM,25.0,True,0 days 00:01:17.451000,0 days 00:00:20.327000,0 days 00:00:36.282000,0 days 00:00:20.842000,Alpine,3.0,Monaco Grand Prix
0 days 01:36:09.354000,OCO,31,26.0,1.0,MEDIUM,26.0,True,0 days 00:01:17.433000,0 days 00:00:20.243000,0 days 00:00:36.471000,0 days 00:00:20.719000,Alpine,3.0,Monaco Grand Prix
0 days 01:37:26.499000,OCO,31,27.0,1.0,MEDIUM,27.0,True,0 days 00:01:17.145000,0 days 00:00:20.243000,0 days 00:00:36.311000,0 days 00:00:20.591000,Alpine,3.0,Monaco Grand Prix
0 days 01:38:43.437000,OCO,31,28.0,1.0,MEDIUM,28.0,True,0 days 00:01:16.938000,0 days 00:00:20.036000,0 days 00:00:36.287000,0 days 00:00:20.615000,Alpine,3.0,Monaco Grand Prix
0 days 01:40:00.616000,OCO,31,29.0,1.0,MEDIUM,29.0,True,0 days 00:01:17.179000,0 days 00:00:20.100000,0 days 00:00:36.336000,0 days 00:00:20.743000,Alpine,3.0,Monaco Grand Prix
0 days 01:41:17.950000,OCO,31,30.0,1.0,MEDIUM,30.0,True,0 days 00:01:17.334000,0 days 00:00:20.196000,0 days 00:00:36.489000,0 days 00:00:20.649000,Alpine,3.0,Monaco Grand Prix
0 days 01:42:35.281000,OCO,31,31.0,1.0,MEDIUM,31.0,True,0 days 00:01:17.331000,0 days 00:00:20.230000,0 days 00:00:36.391000,0 days 00:00:20.710000,Alpine,3.0,Monaco Grand Prix
0 days 01:44:09.949000,OCO,31,32.0,1.0,MEDIUM,32.0,True,0 days 00:01:34.668000,0 days 00:00:19.996000,0 days 00:00:35.889000,0 days 00:00:38.783000,Alpine,7.0,Monaco Grand Prix
0 days 01:45:29.238000,OCO,31,33.0,2.0,HARD,1.0,True,0 days 00:01:19.289000,0 days 00:00:22.988000,0 days 00:00:36.090000,0 days 00:00:20.211000,Alpine,7.0,Monaco Grand Prix
0 days 01:46:46.188000,OCO,31,34.0,2.0,HARD,2.0,True,0 days 00:01:16.950000,0 days 00:00:20.202000,0 days 00:00:36.129000,0 days 00:00:20.619000,Alpine,6.0,Monaco Grand Prix
0 days 01:48:03.283000,OCO,31,35.0,2.0,HARD,3.0,True,0 days 00:01:17.095000,0 days 00:00:20.230000,0 days 00:00:36.402000,0 days 00:00:20.463000,Alpine,6.0,Monaco Grand Prix
0 days 01:49:20.587000,OCO,31,36.0,2.0,HARD,4.0,True,0 days 00:01:17.304000,0 days 00:00:20.222000,0 days 00:00:36.360000,0 days 00:00:20.722000,Alpine,6.0,Monaco Grand Prix
0 days 01:50:37.727000,OCO,31,37.0,2.0,HARD,5.0,True,0 days 00:01:17.140000,0 days 00:00:20.192000,0 days 00:00:36.372000,0 days 00:00:20.576000,Alpine,6.0,Monaco Grand Prix
0 days 01:51:54.775000,OCO,31,38.0,2.0,HARD,6.0,True,0 days 00:01:17.048000,0 days 00:00:20.014000,0 days 00:00:36.412000,0 days 00:00:20.622000,Alpine,6.0,Monaco Grand Prix
0 days 01:53:11.944000,OCO,31,39.0,2.0,HARD,7.0,True,0 days 00:01:17.169000,0 days 00:00:20.027000,0 days 00:00:36.426000,0 days 00:00:20.716000,Alpine,6.0,Monaco Grand Prix
0 days 01:54:28.969000,OCO,31,40.0,2.0,HARD,8.0,True,0 days 00:01:17.025000,0 days 00:00:19.932000,0 days 00:00:36.349000,0 days 00:00:20.744000,Alpine,6.0,Monaco Grand Prix
0 days 01:55:45.497000,OCO,31,41.0,2.0,HARD,9.0,True,0 days 00:01:16.528000,0 days 00:00:19.970000,0 days 00:00:35.987000,0 days 00:00:20.571000,Alpine,6.0,Monaco Grand Prix
0 days 01:57:02.507000,OCO,31,42.0,2.0,HARD,10.0,True,0 days 00:01:17.010000,0 days 00:00:20.060000,0 days 00:00:36.267000,0 days 00:00:20.683000,Alpine,6.0,Monaco Grand Prix
0 days 01:58:19.509000,OCO,31,43.0,2.0,HARD,11.0,True,0 days 00:01:17.002000,0 days 00:00:20.005000,0 days 00:00:36.368000,0 days 00:00:20.629000,Alpine,6.0,Monaco Grand Prix
0 days 01:59:36.542000,OCO,31,44.0,2.0,HARD,12.0,True,0 days 00:01:17.033000,0 days 00:00:19.950000,0 days 00:00:36.249000,0 days 00:00:20.834000,Alpine,5.0,Monaco Grand Prix
0 days 02:00:53.813000,OCO,31,45.0,2.0,HARD,13.0,True,0 days 00:01:17.271000,0 days 00:00:20.057000,0 days 00:00:36.452000,0 days 00:00:20.762000,Alpine,5.0,Monaco Grand Prix
0 days 02:02:10.588000,OCO,31,46.0,2.0,HARD,14.0,True,0 days 00:01:16.775000,0 days 00:00:19.946000,0 days 00:00:36.170000,0 days 00:00:20.659000,Alpine,5.0,Monaco Grand Prix
0 days 02:03:27.550000,OCO,31,47.0,2.0,HARD,15.0,True,0 days 00:01:16.962000,0 days 00:00:20.042000,0 days 00:00:36.316000,0 days 00:00:20.604000,Alpine,4.0,Monaco Grand Prix
0 days 02:04:44.518000,OCO,31,48.0,2.0,HARD,16.0,True,0 days 00:01:16.968000,0 days 00:00:20.096000,0 days 00:00:36.270000,0 days 00:00:20.602000,Alpine,4.0,Monaco Grand Prix
0 days 02:06:01.608000,OCO,31,49.0,2.0,HARD,17.0,True,0 days 00:01:17.090000,0 days 00:00:20.129000,0 days 00:00:36.229000,0 days 00:00:20.732000,Alpine,4.0,Monaco Grand Prix
0 days 02:07:19.444000,OCO,31,50.0,2.0,HARD,18.0,True,0 days 00:01:17.836000,0 days 00:00:20.276000,0 days 00:00:36.756000,0 days 00:00:20.804000,Alpine,4.0,Monaco Grand Prix
0 days 02:08:38.897000,OCO,31,51.0,2.0,HARD,19.0,True,0 days 00:01:19.453000,0 days 00:00:20.478000,0 days 00:00:37.705000,0 days 00:00:21.270000,Alpine,4.0,Monaco Grand Prix
0 days 02:10:05.887000,OCO,31,52.0,2.0,HARD,20.0,True,0 days 00:01:26.990000,0 days 00:00:21.480000,0 days 00:00:42.451000,0 days 00:00:23.059000,Alpine,4.0,Monaco Grand Prix
0 days 02:11:35.796000,OCO,31,53.0,2.0,HARD,21.0,True,0 days 00:01:29.909000,0 days 00:00:22.997000,0 days 00:00:44.985000,0 days 00:00:21.927000,Alpine,4.0,Monaco Grand Prix
0 days 02:13:30.343000,OCO,31,54.0,2.0,HARD,22.0,True,0 days 00:01:54.547000,0 days 00:00:23.739000,0 days 00:00:49.044000,0 days 00:00:41.764000,Alpine,6.0,Monaco Grand Prix
0 days 02:15:12.722000,OCO,31,55.0,3.0,INTERMEDIATE,1.0,True,0 days 00:01:42.379000,0 days 00:00:27.678000,0 days 00:00:48.771000,0 days 00:00:25.930000,Alpine,3.0,Monaco Grand Prix
0 days 02:16:54.477000,OCO,31,56.0,3.0,INTERMEDIATE,2.0,True,0 days 00:01:41.755000,0 days 00:00:27.052000,0 days 00:00:48.393000,0 days 00:00:26.310000,Alpine,3.0,Monaco Grand Prix
0 days 02:18:37.031000,OCO,31,57.0,3.0,INTERMEDIATE,3.0,True,0 days 00:01:42.554000,0 days 00:00:27.398000,0 days 00:00:48.768000,0 days 00:00:26.388000,Alpine,3.0,Monaco Grand Prix
0 days 02:20:20.760000,OCO,31,58.0,3.0,INTERMEDIATE,4.0,True,0 days 00:01:43.729000,0 days 00:00:28.006000,0 days 00:00:48.765000,0 days 00:00:26.958000,Alpine,3.0,Monaco Grand Prix
0 days 02:22:05.762000,OCO,31,59.0,3.0,INTERMEDIATE,5.0,True,0 days 00:01:45.002000,0 days 00:00:28.519000,0 days 00:00:49.025000,0 days 00:00:27.458000,Alpine,3.0,Monaco Grand Prix
0 days 02:23:48.289000,OCO,31,60.0,3.0,INTERMEDIATE,6.0,True,0 days 00:01:42.527000,0 days 00:00:27.474000,0 days 00:00:48.208000,0 days 00:00:26.845000,Alpine,3.0,Monaco Grand Prix
0 days 02:25:30.919000,OCO,31,61.0,3.0,INTERMEDIATE,7.0,True,0 days 00:01:42.630000,0 days 00:00:27.675000,0 days 00:00:48.326000,0 days 00:00:26.629000,Alpine,3.0,Monaco Grand Prix
0 days 02:27:13.058000,OCO,31,62.0,3.0,INTERMEDIATE,8.0,True,0 days 00:01:42.139000,0 days 00:00:26.974000,0 days 00:00:48.206000,0 days 00:00:26.959000,Alpine,3.0,Monaco Grand Prix
0 days 02:28:54.181000,OCO,31,63.0,3.0,INTERMEDIATE,9.0,True,0 days 00:01:41.123000,0 days 00:00:27.172000,0 days 00:00:47.560000,0 days 00:00:26.391000,Alpine,3.0,Monaco Grand Prix
0 days 02:30:34.556000,OCO,31,64.0,3.0,INTERMEDIATE,10.0,True,0 days 00:01:40.375000,0 days 00:00:26.700000,0 days 00:00:47.377000,0 days 00:00:26.298000,Alpine,3.0,Monaco Grand Prix
0 days 02:32:11.585000,OCO,31,65.0,3.0,INTERMEDIATE,11.0,True,0 days 00:01:37.029000,0 days 00:00:25.727000,0 days 00:00:46.522000,0 days 00:00:24.780000,Alpine,3.0,Monaco Grand Prix
0 days 02:33:47.041000,OCO,31,66.0,3.0,INTERMEDIATE,12.0,True,0 days 00:01:35.456000,0 days 00:00:25.530000,0 days 00:00:46.405000,0 days 00:00:23.521000,Alpine,3.0,Monaco Grand Prix
0 days 02:35:21.498000,OCO,31,67.0,3.0,INTERMEDIATE,13.0,True,0 days 00:01:34.457000,0 days 00:00:25.149000,0 days 00:00:46.101000,0 days 00:00:23.207000,Alpine,3.0,Monaco Grand Prix
0 days 02:36:54.982000,OCO,31,68.0,3.0,INTERMEDIATE,14.0,True,0 days 00:01:33.484000,0 days 00:00:25.296000,0 days 00:00:45.254000,0 days 00:00:22.934000,Alpine,3.0,Monaco Grand Prix
0 days 02:38:27.483000,OCO,31,69.0,3.0,INTERMEDIATE,15.0,True,0 days 00:01:32.501000,0 days 00:00:25.211000,0 days 00:00:44.860000,0 days 00:00:22.430000,Alpine,3.0,Monaco Grand Prix
0 days 02:39:57.783000,OCO,31,70.0,3.0,INTERMEDIATE,16.0,True,0 days 00:01:30.300000,0 days 00:00:24.509000,0 days 00:00:43.892000,0 days 00:00:21.899000,Alpine,3.0,Monaco Grand Prix
0 days 02:41:27.810000,OCO,31,71.0,3.0,INTERMEDIATE,17.0,True,0 days 00:01:30.027000,0 days 00:00:24.271000,0 days 00:00:44.038000,0 days 00:00:21.718000,Alpine,3.0,Monaco Grand Prix
0 days 02:42:57.351000,OCO,31,72.0,3.0,INTERMEDIATE,18.0,True,0 days 00:01:29.541000,0 days 00:00:24.138000,0 days 00:00:43.425000,0 days 00:00:21.978000,Alpine,3.0,Monaco Grand Prix
0 days 02:44:25.017000,OCO,31,73.0,3.0,INTERMEDIATE,19.0,True,0 days 00:01:27.666000,0 days 00:00:23.161000,0 days 00:00:42.925000,0 days 00:00:21.580000,Alpine,3.0,Monaco Grand Prix
0 days 02:45:51.729000,OCO,31,74.0,3.0,INTERMEDIATE,20.0,True,0 days 00:01:26.712000,0 days 00:00:23.073000,0 days 00:00:42.011000,0 days 00:00:21.628000,Alpine,3.0,Monaco Grand Prix
0 days 02:47:16.862000,OCO,31,75.0,3.0,INTERMEDIATE,21.0,True,0 days 00:01:25.133000,0 days 00:00:22.446000,0 days 00:00:41.333000,0 days 00:00:21.354000,Alpine,3.0,Monaco Grand Prix
0 days 02:48:41.696000,OCO,31,76.0,3.0,INTERMEDIATE,22.0,True,0 days 00:01:24.834000,0 days 00:00:22.199000,0 days 00:00:41.016000,0 days 00:00:21.619000,Alpine,3.0,Monaco Grand Prix
0 days 02:50:07.936000,OCO,31,77.0,3.0,INTERMEDIATE,23.0,True,0 days 00:01:26.240000,0 days 00:00:22.726000,0 days 00:00:42.164000,0 days 00:00:21.350000,Alpine,3.0,Monaco Grand Prix
0 days 02:51:32.167000,OCO,31,78.0,3.0,INTERMEDIATE,24.0,True,0 days 00:01:24.231000,0 days 00:00:22.298000,0 days 00:00:40.138000,0 days 00:00:21.795000,Alpine,3.0,Monaco Grand Prix
0 days 01:03:35.231000,NOR,4,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:32.034000,,0 days 00:00:39.590000,0 days 00:00:22.151000,McLaren,10.0,Monaco Grand Prix
0 days 01:04:56.841000,NOR,4,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:21.610000,0 days 00:00:21.769000,0 days 00:00:38.014000,0 days 00:00:21.827000,McLaren,10.0,Monaco Grand Prix
0 days 01:06:17.237000,NOR,4,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:20.396000,0 days 00:00:21.368000,0 days 00:00:37.710000,0 days 00:00:21.318000,McLaren,10.0,Monaco Grand Prix
0 days 01:07:37.446000,NOR,4,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:20.209000,0 days 00:00:21.263000,0 days 00:00:37.700000,0 days 00:00:21.246000,McLaren,10.0,Monaco Grand Prix
0 days 01:08:56.948000,NOR,4,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:19.502000,0 days 00:00:21.144000,0 days 00:00:37.306000,0 days 00:00:21.052000,McLaren,10.0,Monaco Grand Prix
0 days 01:10:15.993000,NOR,4,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:19.045000,0 days 00:00:21.042000,0 days 00:00:37.149000,0 days 00:00:20.854000,McLaren,10.0,Monaco Grand Prix
0 days 01:11:34.645000,NOR,4,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:18.652000,0 days 00:00:20.918000,0 days 00:00:36.999000,0 days 00:00:20.735000,McLaren,10.0,Monaco Grand Prix
0 days 01:12:53.296000,NOR,4,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:18.651000,0 days 00:00:20.925000,0 days 00:00:37.065000,0 days 00:00:20.661000,McLaren,10.0,Monaco Grand Prix
0 days 01:14:12.361000,NOR,4,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:19.065000,0 days 00:00:20.961000,0 days 00:00:37.254000,0 days 00:00:20.850000,McLaren,10.0,Monaco Grand Prix
0 days 01:15:31.414000,NOR,4,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:19.053000,0 days 00:00:20.946000,0 days 00:00:37.314000,0 days 00:00:20.793000,McLaren,10.0,Monaco Grand Prix
0 days 01:16:50.562000,NOR,4,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:19.148000,0 days 00:00:20.862000,0 days 00:00:37.202000,0 days 00:00:21.084000,McLaren,10.0,Monaco Grand Prix
0 days 01:18:10.839000,NOR,4,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:20.277000,0 days 00:00:22.187000,0 days 00:00:37.224000,0 days 00:00:20.866000,McLaren,10.0,Monaco Grand Prix
0 days 01:19:29.817000,NOR,4,13.0,1.0,MEDIUM,13.0,True,0 days 00:01:18.978000,0 days 00:00:20.901000,0 days 00:00:37.206000,0 days 00:00:20.871000,McLaren,10.0,Monaco Grand Prix
0 days 01:20:48.673000,NOR,4,14.0,1.0,MEDIUM,14.0,True,0 days 00:01:18.856000,0 days 00:00:20.859000,0 days 00:00:37.192000,0 days 00:00:20.805000,McLaren,10.0,Monaco Grand Prix
0 days 01:22:07.528000,NOR,4,15.0,1.0,MEDIUM,15.0,True,0 days 00:01:18.855000,0 days 00:00:20.765000,0 days 00:00:37.186000,0 days 00:00:20.904000,McLaren,10.0,Monaco Grand Prix
0 days 01:23:26.516000,NOR,4,16.0,1.0,MEDIUM,16.0,True,0 days 00:01:18.988000,0 days 00:00:20.849000,0 days 00:00:37.356000,0 days 00:00:20.783000,McLaren,10.0,Monaco Grand Prix
0 days 01:24:45.453000,NOR,4,17.0,1.0,MEDIUM,17.0,True,0 days 00:01:18.937000,0 days 00:00:20.744000,0 days 00:00:37.318000,0 days 00:00:20.875000,McLaren,10.0,Monaco Grand Prix
0 days 01:26:04.463000,NOR,4,18.0,1.0,MEDIUM,18.0,True,0 days 00:01:19.010000,0 days 00:00:20.750000,0 days 00:00:37.284000,0 days 00:00:20.976000,McLaren,10.0,Monaco Grand Prix
0 days 01:27:23.967000,NOR,4,19.0,1.0,MEDIUM,19.0,True,0 days 00:01:19.504000,0 days 00:00:20.897000,0 days 00:00:37.533000,0 days 00:00:21.074000,McLaren,10.0,Monaco Grand Prix
0 days 01:28:42.952000,NOR,4,20.0,1.0,MEDIUM,20.0,True,0 days 00:01:18.985000,0 days 00:00:20.884000,0 days 00:00:37.236000,0 days 00:00:20.865000,McLaren,10.0,Monaco Grand Prix
0 days 01:30:02.026000,NOR,4,21.0,1.0,MEDIUM,21.0,True,0 days 00:01:19.074000,0 days 00:00:20.730000,0 days 00:00:37.323000,0 days 00:00:21.021000,McLaren,10.0,Monaco Grand Prix
0 days 01:31:20.908000,NOR,4,22.0,1.0,MEDIUM,22.0,True,0 days 00:01:18.882000,0 days 00:00:20.704000,0 days 00:00:37.323000,0 days 00:00:20.855000,McLaren,10.0,Monaco Grand Prix
0 days 01:32:39.565000,NOR,4,23.0,1.0,MEDIUM,23.0,True,0 days 00:01:18.657000,0 days 00:00:20.603000,0 days 00:00:37.251000,0 days 00:00:20.803000,McLaren,10.0,Monaco Grand Prix
0 days 01:33:58.246000,NOR,4,24.0,1.0,MEDIUM,24.0,True,0 days 00:01:18.681000,0 days 00:00:20.644000,0 days 00:00:37.223000,0 days 00:00:20.814000,McLaren,10.0,Monaco Grand Prix
0 days 01:35:17.026000,NOR,4,25.0,1.0,MEDIUM,25.0,True,0 days 00:01:18.780000,0 days 00:00:20.713000,0 days 00:00:37.251000,0 days 00:00:20.816000,McLaren,10.0,Monaco Grand Prix
0 days 01:36:36.093000,NOR,4,26.0,1.0,MEDIUM,26.0,True,0 days 00:01:19.067000,0 days 00:00:20.858000,0 days 00:00:37.258000,0 days 00:00:20.951000,McLaren,10.0,Monaco Grand Prix
0 days 01:37:55.202000,NOR,4,27.0,1.0,MEDIUM,27.0,True,0 days 00:01:19.109000,0 days 00:00:20.801000,0 days 00:00:37.326000,0 days 00:00:20.982000,McLaren,10.0,Monaco Grand Prix
0 days 01:39:13.973000,NOR,4,28.0,1.0,MEDIUM,28.0,True,0 days 00:01:18.771000,0 days 00:00:20.742000,0 days 00:00:37.142000,0 days 00:00:20.887000,McLaren,10.0,Monaco Grand Prix
0 days 01:40:32.879000,NOR,4,29.0,1.0,MEDIUM,29.0,True,0 days 00:01:18.906000,0 days 00:00:20.608000,0 days 00:00:37.441000,0 days 00:00:20.857000,McLaren,10.0,Monaco Grand Prix
0 days 01:41:51.447000,NOR,4,30.0,1.0,MEDIUM,30.0,True,0 days 00:01:18.568000,0 days 00:00:20.676000,0 days 00:00:37.087000,0 days 00:00:20.805000,McLaren,10.0,Monaco Grand Prix
0 days 01:43:09.901000,NOR,4,31.0,1.0,MEDIUM,31.0,True,0 days 00:01:18.454000,0 days 00:00:20.570000,0 days 00:00:37.074000,0 days 00:00:20.810000,McLaren,10.0,Monaco Grand Prix
0 days 01:44:27.815000,NOR,4,32.0,1.0,MEDIUM,32.0,True,0 days 00:01:17.914000,0 days 00:00:20.448000,0 days 00:00:36.823000,0 days 00:00:20.643000,McLaren,10.0,Monaco Grand Prix
0 days 01:45:45.857000,NOR,4,33.0,1.0,MEDIUM,33.0,True,0 days 00:01:18.042000,0 days 00:00:20.372000,0 days 00:00:37.050000,0 days 00:00:20.620000,McLaren,10.0,Monaco Grand Prix
0 days 01:47:03.883000,NOR,4,34.0,1.0,MEDIUM,34.0,True,0 days 00:01:18.026000,0 days 00:00:20.391000,0 days 00:00:36.958000,0 days 00:00:20.677000,McLaren,10.0,Monaco Grand Prix
0 days 01:48:22.075000,NOR,4,35.0,1.0,MEDIUM,35.0,True,0 days 00:01:18.192000,0 days 00:00:20.403000,0 days 00:00:37.072000,0 days 00:00:20.717000,McLaren,10.0,Monaco Grand Prix
