Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,RoundNumber,EventName,Session,Date
0 days 00:34:44.878000,0.5481171548117155,0.3950617283950617,0.9855132450331126,False,0.7270531400966185,0.5543175487465181,0.11267605633802819,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:35:44.898000,0.5439330543933055,0.41975308641975306,0.9855132450331126,False,0.7246376811594204,0.6908077994428969,0.0,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:36:44.893000,0.5439330543933055,0.41975308641975306,0.9855132450331126,False,0.7173913043478262,0.6350974930362117,0.09859154929577464,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:37:44.879000,0.5397489539748955,0.41975308641975306,0.9855132450331126,False,0.7173913043478262,0.4623955431754875,0.04225352112676056,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:38:44.918000,0.5313807531380753,0.41975308641975306,0.9850993377483444,False,0.7222222222222223,0.3593314763231198,0.09859154929577464,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:39:44.918000,0.5313807531380753,0.4320987654320987,0.9850993377483444,False,0.7342995169082125,0.5013927576601671,0.14084507042253522,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:40:44.919000,0.5313807531380753,0.4320987654320987,0.9850993377483444,False,0.7342995169082125,0.7242339832869081,0.16901408450704225,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:41:44.935000,0.5313807531380753,0.4320987654320987,0.9850993377483444,False,0.7342995169082125,0.0,0.09859154929577464,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:42:44.963000,0.5355648535564853,0.4320987654320987,0.9850993377483444,False,0.7367149758454106,0.2562674094707521,0.05633802816901409,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:43:44.959000,0.5355648535564853,0.4320987654320987,0.9846854304635762,False,0.741545893719807,0.3370473537604457,0.16901408450704225,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:44:44.984000,0.5313807531380753,0.4320987654320987,0.9846854304635762,False,0.7439613526570048,0.3147632311977716,0.22535211267605637,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:45:44.968000,0.5230125523012553,0.4444444444444444,0.9846854304635762,False,0.7294685990338166,0.3203342618384401,0.15492957746478875,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:46:45.005000,0.5271966527196653,0.4444444444444444,0.984271523178808,False,0.7294685990338166,0.47075208913649025,0.16901408450704225,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:47:45.015000,0.5271966527196653,0.45679012345679015,0.984271523178808,False,0.7439613526570048,0.0,0.295774647887324,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:48:45.025000,0.5271966527196653,0.45679012345679015,0.984271523178808,False,0.748792270531401,0.5097493036211699,0.05633802816901409,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:49:45.019000,0.5313807531380753,0.4444444444444444,0.9846854304635762,False,0.7367149758454106,0.0,0.09859154929577464,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:50:45.053000,0.5355648535564853,0.4444444444444444,0.9846854304635762,False,0.7367149758454106,0.3426183844011142,0.07042253521126761,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:51:45.067000,0.5397489539748955,0.4320987654320987,0.9846854304635762,False,0.748792270531401,0.3983286908077994,0.07042253521126761,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:52:45.061000,0.5397489539748955,0.4320987654320987,0.9846854304635762,False,0.748792270531401,0.3008356545961003,0.07042253521126761,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:53:45.063000,0.5397489539748955,0.4320987654320987,0.9838576158940397,False,0.7536231884057971,0.36768802228412256,0.15492957746478875,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:54:45.084000,0.5397489539748955,0.4320987654320987,0.9838576158940397,False,0.751207729468599,0.0,0.08450704225352113,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:55:45.069000,0.5397489539748955,0.4320987654320987,0.9838576158940397,False,0.7463768115942029,0.2701949860724234,0.07042253521126761,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:56:45.045000,0.5397489539748955,0.4320987654320987,0.9838576158940397,False,0.7463768115942029,0.3008356545961003,0.09859154929577464,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:57:45.064000,0.5397489539748955,0.4320987654320987,0.9838576158940397,False,0.7463768115942029,0.5543175487465181,0.18309859154929578,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:58:45.075000,0.5355648535564853,0.4320987654320987,0.9834437086092715,False,0.7463768115942029,0.28969359331476324,0.323943661971831,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:59:45.106000,0.5271966527196653,0.4444444444444444,0.9838576158940397,False,0.7463768115942029,0.766016713091922,0.11267605633802819,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:00:45.122000,0.5188284518828453,0.45679012345679015,0.9834437086092715,False,0.751207729468599,0.3649025069637883,0.295774647887324,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:01:45.157000,0.5188284518828453,0.4444444444444444,0.9834437086092715,False,0.748792270531401,0.2841225626740947,0.16901408450704225,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:02:45.174000,0.5188284518828453,0.4691358024691358,0.9834437086092715,False,0.748792270531401,0.30919220055710306,0.1267605633802817,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:03:45.132000,0.5188284518828453,0.4444444444444444,0.9830298013245033,False,0.751207729468599,0.28133704735376047,0.15492957746478875,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:04:45.132000,0.5188284518828453,0.45679012345679015,0.9834437086092715,False,0.7536231884057971,0.6462395543175488,0.2112676056338028,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:05:45.136000,0.5188284518828453,0.4691358024691358,0.9834437086092715,False,0.7536231884057971,0.0,0.14084507042253522,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:06:45.133000,0.5271966527196653,0.4444444444444444,0.9838576158940397,False,0.7657004830917875,0.27298050139275765,0.15492957746478875,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:07:45.160000,0.5313807531380753,0.4444444444444444,0.984271523178808,False,0.7753623188405798,0.36768802228412256,0.08450704225352113,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:08:45.181000,0.5397489539748955,0.4320987654320987,0.9834437086092715,False,0.7801932367149758,0.5013927576601671,0.16901408450704225,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:09:45.190000,0.5397489539748955,0.4320987654320987,0.9830298013245033,False,0.7826086956521738,0.3231197771587744,0.22535211267605637,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:10:45.199000,0.5439330543933055,0.41975308641975306,0.9834437086092715,False,0.7850241545893719,0.7688022284122563,0.22535211267605637,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:11:45.198000,0.5439330543933055,0.41975308641975306,0.9834437086092715,False,0.7826086956521738,0.3565459610027855,0.1267605633802817,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:12:45.197000,0.5439330543933055,0.41975308641975306,0.9838576158940397,False,0.7874396135265702,0.42618384401114207,0.15492957746478875,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:13:45.199000,0.5397489539748955,0.41975308641975306,0.9838576158940397,False,0.7801932367149758,0.5013927576601671,0.09859154929577464,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:14:45.225000,0.5397489539748955,0.4320987654320987,0.9838576158940397,False,0.7801932367149758,0.39275766016713093,0.11267605633802819,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:15:45.215000,0.5439330543933055,0.4320987654320987,0.9838576158940397,False,0.7729468599033817,0.3370473537604457,0.11267605633802819,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:16:45.239000,0.5439330543933055,0.45679012345679015,0.9834437086092715,False,0.7657004830917875,0.35097493036211697,0.15492957746478875,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:17:45.260000,0.5439330543933055,0.4814814814814814,0.9838576158940397,False,0.7729468599033817,0.3147632311977716,0.18309859154929578,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:18:45.247000,0.5439330543933055,0.49382716049382713,0.9838576158940397,False,0.7729468599033817,0.1615598885793872,0.18309859154929578,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:19:45.284000,0.5397489539748955,0.5185185185185185,0.9830298013245033,False,0.7608695652173914,0.8997214484679665,0.16901408450704225,1,Australian Grand Prix,FP1,2025-03-16
0 days 01:20:45.287000,0.5313807531380753,0.5185185185185185,0.9834437086092715,False,0.7536231884057971,0.0,0.1267605633802817,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:00:13.659000,0.5313807531380753,0.6419753086419753,0.9809602649006623,False,0.7560386473429952,0.3398328690807799,0.08450704225352113,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:01:13.661000,0.5313807531380753,0.6296296296296295,0.9809602649006623,False,0.7632850241545894,0.7270194986072424,0.07042253521126761,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:02:13.645000,0.5397489539748955,0.6172839506172839,0.9809602649006623,False,0.7705314009661837,0.49025069637883006,0.05633802816901409,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:03:13.663000,0.5481171548117155,0.6172839506172839,0.9805463576158941,False,0.7777777777777779,0.0,0.08450704225352113,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:04:13.650000,0.5481171548117155,0.6172839506172839,0.9805463576158941,False,0.7777777777777779,0.3565459610027855,0.05633802816901409,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:05:13.671000,0.5523012552301257,0.5925925925925926,0.9805463576158941,False,0.7584541062801933,0.3565459610027855,0.16901408450704225,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:06:13.690000,0.5564853556485355,0.6049382716049383,0.9805463576158941,False,0.7632850241545894,0.3871866295264624,0.19718309859154928,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:07:13.700000,0.5523012552301257,0.6049382716049383,0.980132450331126,False,0.748792270531401,0.0,0.11267605633802819,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:08:13.686000,0.5564853556485355,0.6049382716049383,0.980132450331126,False,0.7560386473429952,0.46518105849582175,0.05633802816901409,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:09:13.694000,0.5564853556485355,0.5925925925925926,0.9805463576158941,False,0.7657004830917875,0.48746518105849584,0.08450704225352113,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:10:13.699000,0.5564853556485355,0.5802469135802468,0.980132450331126,False,0.7705314009661837,0.649025069637883,0.11267605633802819,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:11:13.678000,0.5564853556485355,0.5925925925925926,0.980132450331126,False,0.7681159420289854,0.0,0.09859154929577464,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:12:13.700000,0.5606694560669457,0.6049382716049383,0.9797185430463577,False,0.7560386473429952,0.0,0.09859154929577464,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:13:13.741000,0.5606694560669457,0.6049382716049383,0.9797185430463577,False,0.7342995169082125,0.42896935933147634,0.14084507042253522,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:14:13.737000,0.5648535564853557,0.6049382716049383,0.9797185430463577,False,0.7318840579710144,0.2757660167130919,0.14084507042253522,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:15:13.737000,0.5690376569037657,0.6172839506172839,0.980132450331126,False,0.7318840579710144,0.3871866295264624,0.14084507042253522,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:16:13.754000,0.5690376569037657,0.6172839506172839,0.980132450331126,False,0.741545893719807,0.27298050139275765,0.22535211267605637,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:17:13.755000,0.5606694560669457,0.6419753086419753,0.9805463576158941,False,0.7439613526570048,0.3398328690807799,0.23943661971830987,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:18:13.738000,0.5564853556485355,0.654320987654321,0.980132450331126,False,0.7439613526570048,0.30362116991643456,0.2535211267605634,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:19:13.739000,0.5523012552301257,0.6419753086419753,0.980132450331126,False,0.7439613526570048,0.40668523676880225,0.15492957746478875,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:20:13.754000,0.5439330543933055,0.654320987654321,0.980132450331126,False,0.7367149758454106,0.35097493036211697,0.09859154929577464,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:21:13.757000,0.5397489539748955,0.6419753086419753,0.9797185430463577,False,0.7367149758454106,0.403899721448468,0.15492957746478875,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:22:13.759000,0.5397489539748955,0.6419753086419753,0.980132450331126,False,0.7367149758454106,0.3593314763231198,0.22535211267605637,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:23:13.780000,0.5355648535564853,0.654320987654321,0.9797185430463577,False,0.7222222222222223,0.47075208913649025,0.16901408450704225,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:24:13.776000,0.5355648535564853,0.654320987654321,0.980132450331126,False,0.7222222222222223,0.3203342618384401,0.28169014084507044,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:25:13.772000,0.5313807531380753,0.6666666666666666,0.9805463576158941,False,0.7173913043478262,0.3983286908077994,0.16901408450704225,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:26:13.757000,0.5230125523012553,0.6666666666666666,0.980132450331126,False,0.7246376811594204,0.36211699164345407,0.19718309859154928,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:27:13.793000,0.5230125523012553,0.6666666666666666,0.980132450331126,False,0.7246376811594204,0.32590529247910865,0.14084507042253522,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:28:13.792000,0.5188284518828453,0.654320987654321,0.980132450331126,False,0.7246376811594204,0.3426183844011142,0.22535211267605637,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:29:13.820000,0.5104602510460252,0.6666666666666666,0.9797185430463577,False,0.7222222222222223,0.0,0.2535211267605634,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:30:13.846000,0.5020920502092051,0.6790123456790123,0.980132450331126,False,0.7149758454106281,0.3370473537604457,0.11267605633802819,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:31:13.820000,0.493723849372385,0.6790123456790123,0.980132450331126,False,0.7028985507246377,0.4428969359331476,0.16901408450704225,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:32:13.845000,0.497907949790795,0.6790123456790123,0.9797185430463577,False,0.7028985507246377,0.4540389972144847,0.1267605633802817,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:33:13.866000,0.493723849372385,0.6790123456790123,0.980132450331126,False,0.6956521739130435,0.28969359331476324,0.18309859154929578,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:34:13.892000,0.493723849372385,0.6666666666666666,0.980132450331126,False,0.7053140096618358,0.3871866295264624,0.18309859154929578,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:35:13.882000,0.493723849372385,0.6790123456790123,0.980132450331126,False,0.6980676328502415,0.2841225626740947,0.15492957746478875,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:36:13.900000,0.493723849372385,0.691358024691358,0.980132450331126,False,0.6980676328502415,0.5933147632311978,0.19718309859154928,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:37:13.925000,0.493723849372385,0.6790123456790123,0.980132450331126,False,0.7053140096618358,0.28969359331476324,0.11267605633802819,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:38:13.926000,0.497907949790795,0.6790123456790123,0.980132450331126,False,0.7173913043478262,0.36768802228412256,0.3098591549295775,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:39:13.923000,0.493723849372385,0.691358024691358,0.980132450331126,False,0.7077294685990336,0.46518105849582175,0.16901408450704225,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:40:13.935000,0.489539748953975,0.691358024691358,0.9797185430463577,False,0.71256038647343,0.3147632311977716,0.2112676056338028,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:41:13.952000,0.489539748953975,0.6790123456790123,0.9797185430463577,False,0.7077294685990336,0.38997214484679665,0.2535211267605634,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:42:13.975000,0.4853556485355649,0.7037037037037037,0.9797185430463577,False,0.7077294685990336,0.35097493036211697,0.15492957746478875,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:43:13.977000,0.4853556485355649,0.7037037037037037,0.9793046357615895,False,0.7077294685990336,0.2841225626740947,0.09859154929577464,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:44:13.977000,0.4811715481171549,0.6790123456790123,0.9797185430463577,False,0.7318840579710144,0.3983286908077994,0.14084507042253522,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:45:13.981000,0.4811715481171549,0.6666666666666666,0.9793046357615895,False,0.7077294685990336,0.3426183844011142,0.22535211267605637,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:46:13.977000,0.4811715481171549,0.6790123456790123,0.980132450331126,False,0.6835748792270531,0.43454038997214484,0.2676056338028169,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:47:13.973000,0.4769874476987448,0.691358024691358,0.9797185430463577,False,0.6835748792270531,0.36768802228412256,0.22535211267605637,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:48:13.979000,0.4769874476987448,0.691358024691358,0.980132450331126,False,0.6932367149758454,0.34818941504178275,0.18309859154929578,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:49:13.966000,0.4769874476987448,0.6790123456790123,0.980132450331126,False,0.6811594202898552,0.0,0.15492957746478875,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:50:13.979000,0.4769874476987448,0.6790123456790123,0.9797185430463577,False,0.6908212560386473,0.22841225626740946,0.07042253521126761,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:51:13.955000,0.4811715481171549,0.6666666666666666,0.9797185430463577,False,0.7053140096618358,0.17270194986072424,0.15492957746478875,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:52:13.983000,0.4811715481171549,0.6666666666666666,0.9793046357615895,False,0.6859903381642511,0.0,0.1267605633802817,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:53:13.988000,0.4811715481171549,0.6666666666666666,0.9797185430463577,False,0.6835748792270531,0.0,0.04225352112676056,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:54:13.970000,0.4811715481171549,0.654320987654321,0.9793046357615895,False,0.6835748792270531,0.3788300835654596,0.05633802816901409,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:55:13.981000,0.4811715481171549,0.6419753086419753,0.9793046357615895,False,0.6884057971014492,0.5376044568245125,0.14084507042253522,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:56:13.986000,0.4853556485355649,0.6419753086419753,0.9784768211920531,False,0.6884057971014492,0.36211699164345407,0.09859154929577464,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:57:13.976000,0.4853556485355649,0.6296296296296295,0.9788907284768213,False,0.6884057971014492,0.37047353760445684,0.14084507042253522,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:58:13.986000,0.493723849372385,0.6419753086419753,0.9788907284768213,False,0.6811594202898552,0.3064066852367688,0.16901408450704225,1,Australian Grand Prix,FP2,2025-03-16
0 days 00:59:13.978000,0.493723849372385,0.6419753086419753,0.9784768211920531,False,0.6787439613526569,0.8551532033426184,0.15492957746478875,1,Australian Grand Prix,FP2,2025-03-16
0 days 01:00:13.962000,0.493723849372385,0.6419753086419753,0.9788907284768213,False,0.6884057971014492,0.39275766016713093,0.11267605633802819,1,Australian Grand Prix,FP2,2025-03-16
0 days 01:01:13.990000,0.493723849372385,0.6419753086419753,0.9788907284768213,False,0.6884057971014492,0.30919220055710306,0.18309859154929578,1,Australian Grand Prix,FP2,2025-03-16
0 days 01:02:13.978000,0.497907949790795,0.6419753086419753,0.9793046357615895,False,0.6835748792270531,0.415041782729805,0.11267605633802819,1,Australian Grand Prix,FP2,2025-03-16
0 days 01:03:13.992000,0.493723849372385,0.6419753086419753,0.9793046357615895,False,0.6739130434782608,0.36768802228412256,0.295774647887324,1,Australian Grand Prix,FP2,2025-03-16
0 days 01:04:13.994000,0.493723849372385,0.6419753086419753,0.9793046357615895,False,0.6739130434782608,0.32590529247910865,0.2112676056338028,1,Australian Grand Prix,FP2,2025-03-16
0 days 01:05:13.994000,0.493723849372385,0.6419753086419753,0.9793046357615895,False,0.6666666666666667,0.34818941504178275,0.2676056338028169,1,Australian Grand Prix,FP2,2025-03-16
0 days 01:06:14.003000,0.489539748953975,0.654320987654321,0.9793046357615895,False,0.6570048309178744,0.3231197771587744,0.28169014084507044,1,Australian Grand Prix,FP2,2025-03-16
0 days 01:07:14.030000,0.489539748953975,0.6666666666666666,0.9793046357615895,False,0.6545893719806763,0.37047353760445684,0.19718309859154928,1,Australian Grand Prix,FP2,2025-03-16
0 days 01:08:14.040000,0.489539748953975,0.6666666666666666,0.9788907284768213,False,0.6545893719806763,0.1977715877437326,0.15492957746478875,1,Australian Grand Prix,FP2,2025-03-16
0 days 01:09:14.048000,0.489539748953975,0.6790123456790123,0.9793046357615895,False,0.642512077294686,0.2200557103064067,0.23943661971830987,1,Australian Grand Prix,FP2,2025-03-16
0 days 01:10:14.047000,0.4853556485355649,0.691358024691358,0.9793046357615895,False,0.6376811594202898,0.3426183844011142,0.15492957746478875,1,Australian Grand Prix,FP2,2025-03-16
