GP,Driver,Stint,Compound,StintLength,AirTemp,TrackTemp,FreshTyre,RaceProgress,YellowLaps,SCLaps,VSCLaps,RedFlagLaps
Mexico City Grand Prix,GAS,4,MEDIUM,20,26.318181818181817,45.03636363636363,1,0.380281690140845,2,3,0,1
Mexico City Grand Prix,GAS,5,SOFT,25,26.522222222222226,41.94814814814814,1,0.6619718309859155,3,0,0,0
Mexico City Grand Prix,HAM,1,SOFT,4,23.9,43.88,0,0.0140845070422535,2,0,1,0
Mexico City Grand Prix,HAM,3,SOFT,19,25.68,46.255,0,0.056338028169014,2,0,1,0
Mexico City Grand Prix,HAM,4,MEDIUM,28,26.118181818181817,45.39696969696969,1,0.2676056338028169,1,3,0,1
Mexico City Grand Prix,HAM,5,SOFT,28,26.485714285714288,42.06428571428571,0,0.6619718309859155,2,0,0,0
Mexico City Grand Prix,HUL,3,SOFT,22,25.85,46.475,0,0.056338028169014,2,0,1,0
Mexico City Grand Prix,HUL,4,SOFT,28,25.909375,45.26875,0,0.3098591549295774,2,3,0,1
Mexico City Grand Prix,HUL,5,SOFT,27,26.43703703703704,42.0925925925926,0,0.6619718309859155,3,0,0,0
Mexico City Grand Prix,NOR,1,SOFT,4,23.845454545454547,44.06363636363636,0,0.0140845070422535,2,0,2,0
Mexico City Grand Prix,NOR,3,SOFT,25,25.67586206896552,46.31379310344828,1,0.056338028169014,1,0,2,0
Mexico City Grand Prix,NOR,4,MEDIUM,32,26.377142857142857,44.40285714285714,1,0.3943661971830985,3,3,0,1
Mexico City Grand Prix,NOR,5,SOFT,15,26.26875,40.75,0,0.8450704225352113,1,0,0,0
Mexico City Grand Prix,OCO,1,SOFT,4,23.746666666666663,44.29333333333333,0,0.0140845070422535,2,0,2,0
Mexico City Grand Prix,OCO,3,SOFT,15,25.44,46.49,0,0.056338028169014,2,0,2,0
Mexico City Grand Prix,OCO,4,MEDIUM,17,25.989473684210527,45.96315789473684,1,0.2112676056338028,0,0,0,0
Mexico City Grand Prix,OCO,5,SOFT,23,26.47272727272728,44.37272727272728,0,0.4507042253521127,2,4,0,1
Mexico City Grand Prix,OCO,6,SOFT,19,26.542105263157897,41.58421052631579,1,0.7323943661971831,2,0,0,0
Mexico City Grand Prix,PER,1,SOFT,4,23.880000000000003,43.85,0,0.0140845070422535,1,0,0,0
Mexico City Grand Prix,PER,3,SOFT,21,25.11428571428572,46.35142857142857,0,0.056338028169014,0,0,0,0
Mexico City Grand Prix,PER,4,MEDIUM,26,26.264285714285712,45.32857142857143,1,0.2957746478873239,0,0,0,0
Mexico City Grand Prix,PER,5,SOFT,28,26.52592592592593,42.0,0,0.6619718309859155,0,0,0,0
Mexico City Grand Prix,PIA,1,SOFT,3,23.76153846153846,44.26153846153846,0,0.0140845070422535,2,0,1,0
Mexico City Grand Prix,PIA,3,MEDIUM,23,25.78,46.36,0,0.0422535211267605,2,0,1,0
Mexico City Grand Prix,PIA,4,SOFT,31,26.43793103448276,44.75862068965517,0,0.352112676056338,2,3,0,1
Mexico City Grand Prix,PIA,5,SOFT,22,26.18636363636364,42.095454545454544,0,0.7464788732394366,1,0,0,0
Mexico City Grand Prix,RIC,3,SOFT,28,25.76538461538461,46.58461538461539,0,0.0422535211267605,1,0,1,0
Mexico City Grand Prix,RIC,4,MEDIUM,29,26.309090909090912,44.83939393939394,1,0.380281690140845,2,3,0,1
Mexico City Grand Prix,RIC,5,SOFT,15,26.51333333333333,40.766666666666666,1,0.7887323943661971,1,0,0,0
Mexico City Grand Prix,RUS,1,SOFT,4,23.891666666666666,44.24166666666667,0,0.0140845070422535,2,0,1,0
Mexico City Grand Prix,RUS,3,SOFT,20,25.51363636363636,45.904545454545456,0,0.056338028169014,2,0,1,0
Mexico City Grand Prix,RUS,4,MEDIUM,26,25.678048780487803,45.52195121951219,1,0.2816901408450704,1,3,0,1
Mexico City Grand Prix,RUS,5,SOFT,15,26.453333333333333,43.46666666666667,0,0.647887323943662,1,0,0,0
Mexico City Grand Prix,SAI,1,SOFT,3,23.75,44.30714285714286,0,0.0140845070422535,2,0,1,0
Mexico City Grand Prix,SAI,3,SOFT,28,25.81851851851852,46.525925925925925,0,0.056338028169014,2,0,1,0
Mexico City Grand Prix,SAI,4,MEDIUM,25,26.29655172413793,44.79655172413793,1,0.380281690140845,2,3,0,1
Mexico City Grand Prix,SAI,5,SOFT,23,26.430434782608696,41.61739130434783,0,0.7323943661971831,1,0,0,0
Mexico City Grand Prix,SAR,3,SOFT,15,25.447058823529414,46.47058823529412,1,0.056338028169014,1,0,2,0
Mexico City Grand Prix,SAR,4,SOFT,27,25.993939393939392,45.79090909090909,1,0.2535211267605634,1,4,0,1
Mexico City Grand Prix,SAR,5,SOFT,26,26.596153846153847,42.17692307692308,1,0.6338028169014085,3,0,0,0
Mexico City Grand Prix,STR,1,SOFT,1,24.1,44.42857142857143,1,0.0140845070422535,1,0,2,0
Mexico City Grand Prix,STR,3,SOFT,23,25.383333333333336,46.21666666666667,0,0.056338028169014,1,0,2,0
Mexico City Grand Prix,STR,4,MEDIUM,30,26.22058823529412,44.94705882352941,1,0.323943661971831,2,4,0,1
Mexico City Grand Prix,STR,5,SOFT,21,26.254166666666663,41.94583333333333,0,0.7464788732394366,1,0,0,0
Mexico City Grand Prix,TSU,3,SOFT,24,25.48125,46.38125,1,0.056338028169014,2,0,2,0
Mexico City Grand Prix,TSU,4,MEDIUM,29,26.205714285714286,45.068571428571424,1,0.380281690140845,3,3,0,1
Mexico City Grand Prix,TSU,5,SOFT,19,26.5125,40.9375,0,0.7887323943661971,2,0,0,0
Mexico City Grand Prix,VER,1,SOFT,4,23.9,43.87777777777777,0,0.0140845070422535,1,0,1,0
Mexico City Grand Prix,VER,3,SOFT,28,25.295238095238098,46.27619047619047,0,0.056338028169014,2,0,1,0
Mexico City Grand Prix,VER,4,MEDIUM,29,26.44193548387097,44.641935483870974,1,0.3943661971830985,2,3,0,1
Mexico City Grand Prix,VER,5,SOFT,15,26.429411764705883,41.10588235294117,1,0.8028169014084507,1,0,0,0
Mexico City Grand Prix,ZHO,3,SOFT,13,25.24705882352941,46.61764705882353,1,0.056338028169014,1,0,2,0
Mexico City Grand Prix,ZHO,4,MEDIUM,7,25.37142857142857,46.521428571428565,1,0.2253521126760563,0,0,0,0
Miami Grand Prix,ALB,1,MEDIUM,22,28.025,40.095,1,0.0175438596491228,0,0,0,0
Miami Grand Prix,ALB,2,HARD,35,27.520000000000003,37.23777777777778,1,0.4035087719298245,0,0,0,0
Miami Grand Prix,ALO,1,MEDIUM,25,27.68108108108108,37.63783783783784,0,0.0175438596491228,0,0,0,0
Miami Grand Prix,ALO,2,HARD,34,27.544444444444444,37.27555555555556,0,0.4385964912280701,0,0,0,0
Miami Grand Prix,BOT,1,MEDIUM,15,27.976666666666667,39.42,1,0.0175438596491228,0,0,0,0
Miami Grand Prix,BOT,2,HARD,42,27.316666666666663,35.87916666666667,1,0.2807017543859649,0,0,0,0
Miami Grand Prix,DEV,1,MEDIUM,15,28.294736842105262,41.56315789473685,1,0.0175438596491228,0,0,0,0
Miami Grand Prix,DEV,2,HARD,42,27.4,36.47407407407408,1,0.2807017543859649,0,0,0,0
Miami Grand Prix,GAS,1,MEDIUM,15,28.310256410256407,41.74358974358975,1,0.0175438596491228,0,0,0,0
Miami Grand Prix,GAS,2,HARD,42,27.361538461538466,36.20961538461539,1,0.2807017543859649,0,0,0,0
Miami Grand Prix,HAM,1,HARD,37,27.711764705882352,38.1764705882353,0,0.0175438596491228,0,0,0,0
Miami Grand Prix,HAM,2,MEDIUM,20,27.42758620689655,36.248275862068965,1,0.6666666666666666,0,0,0,0
Miami Grand Prix,HUL,1,HARD,33,27.96481481481481,39.69814814814814,1,0.0175438596491228,0,0,0,0
Miami Grand Prix,HUL,2,MEDIUM,24,27.710256410256413,38.44615384615385,1,0.5964912280701754,0,0,0,0
Miami Grand Prix,LEC,1,MEDIUM,17,28.24473684210526,41.25526315789474,1,0.0175438596491228,0,0,0,0
Miami Grand Prix,LEC,2,HARD,40,27.42549019607843,36.67058823529412,1,0.3157894736842105,0,0,0,0
Miami Grand Prix,MAG,1,MEDIUM,14,28.28787878787879,41.54242424242425,1,0.0175438596491228,0,0,0,0
Miami Grand Prix,MAG,2,HARD,43,27.54561403508772,37.5140350877193,1,0.2631578947368421,0,0,0,0
Miami Grand Prix,NOR,1,SOFT,4,28.228571428571428,41.2,1,0.0175438596491228,0,0,0,0
Miami Grand Prix,NOR,2,HARD,53,27.49047619047619,36.87301587301587,1,0.087719298245614,0,0,0,0
Miami Grand Prix,OCO,1,HARD,39,28.0231884057971,40.24927536231884,1,0.0175438596491228,0,0,0,0
Miami Grand Prix,OCO,2,MEDIUM,18,28.077272727272728,40.440909090909095,1,0.7017543859649122,0,0,0,0
Miami Grand Prix,PER,1,MEDIUM,20,28.00857142857143,39.65142857142857,1,0.0175438596491228,0,0,0,0
Miami Grand Prix,PER,2,HARD,37,27.35454545454545,36.31818181818182,1,0.3684210526315789,0,0,0,0
Miami Grand Prix,PIA,1,SOFT,5,28.288888888888888,41.76111111111111,1,0.0175438596491228,0,0,0,0
Miami Grand Prix,PIA,2,HARD,51,27.566666666666663,37.40454545454545,1,0.1052631578947368,0,0,0,0
Miami Grand Prix,RUS,1,MEDIUM,17,27.915625,39.171875,1,0.0175438596491228,0,0,0,0
Miami Grand Prix,RUS,2,HARD,40,27.384313725490195,36.36862745098039,1,0.3157894736842105,0,0,0,0
Miami Grand Prix,SAI,1,MEDIUM,18,28.24761904761905,41.17380952380952,1,0.0175438596491228,0,0,0,0
Miami Grand Prix,SAI,2,HARD,39,27.369565217391305,36.34130434782609,1,0.3333333333333333,0,0,0,0
Miami Grand Prix,SAR,1,MEDIUM,2,28.934615384615384,45.388461538461534,1,0.0175438596491228,0,0,0,0
Miami Grand Prix,SAR,2,HARD,54,27.443076923076923,36.64,1,0.0526315789473684,0,0,0,0
Miami Grand Prix,STR,1,HARD,43,27.72622950819672,38.30491803278689,0,0.0175438596491228,0,0,0,0
Miami Grand Prix,STR,2,MEDIUM,16,27.347619047619045,35.65714285714286,0,0.7543859649122807,0,0,0,0
Miami Grand Prix,TSU,1,HARD,36,27.940677966101696,39.66949152542373,1,0.0175438596491228,0,0,0,0
Miami Grand Prix,TSU,2,MEDIUM,21,27.61142857142857,37.41142857142857,1,0.6491228070175439,0,0,0,0
Miami Grand Prix,VER,1,HARD,45,27.7,38.26190476190476,1,0.0175438596491228,0,0,0,0
Miami Grand Prix,VER,2,MEDIUM,12,27.62857142857143,37.6,1,0.8070175438596491,0,0,0,0
Miami Grand Prix,ZHO,1,HARD,31,27.777083333333334,38.41458333333333,1,0.0175438596491228,0,0,0,0
Miami Grand Prix,ZHO,2,MEDIUM,26,27.70888888888889,38.126666666666665,1,0.5614035087719298,0,0,0,0
Monaco Grand Prix,ALB,1,MEDIUM,18,26.267307692307693,43.46153846153846,1,0.0128205128205128,9,0,0,0
Monaco Grand Prix,ALB,2,HARD,34,25.894642857142856,41.035714285714285,1,0.2435897435897435,3,0,0,0
Monaco Grand Prix,ALB,3,INTERMEDIATE,25,24.212903225806453,32.9741935483871,1,0.6794871794871795,10,0,0,0
Monaco Grand Prix,ALO,1,HARD,55,25.666233766233766,40.91298701298702,0,0.0128205128205128,9,0,0,0
Monaco Grand Prix,ALO,2,MEDIUM,2,26.361904761904764,44.17619047619048,0,0.7051282051282052,5,0,0,0
Monaco Grand Prix,ALO,3,INTERMEDIATE,23,25.164444444444445,37.422222222222224,1,0.717948717948718,9,0,0,0
Monaco Grand Prix,BOT,1,HARD,51,25.8,41.62771084337349,1,0.0128205128205128,11,0,0,0
Monaco Grand Prix,BOT,2,INTERMEDIATE,26,24.480555555555554,34.58055555555556,1,0.6666666666666666,9,0,0,0
Monaco Grand Prix,DEV,1,MEDIUM,53,25.74642857142857,41.35714285714285,1,0.0128205128205128,12,0,0,0
Monaco Grand Prix,DEV,2,INTERMEDIATE,24,25.348000000000003,37.692,1,0.6923076923076923,11,0,0,0
Monaco Grand Prix,GAS,1,HARD,47,25.95402298850575,42.244827586206895,1,0.0128205128205128,9,0,0,0
Monaco Grand Prix,GAS,2,MEDIUM,7,26.264705882352946,43.45882352941176,1,0.6153846153846154,4,0,0,0
Monaco Grand Prix,GAS,3,INTERMEDIATE,24,25.211111111111112,36.24888888888889,1,0.7051282051282052,9,0,0,0
Monaco Grand Prix,HAM,1,MEDIUM,31,26.124590163934425,43.00819672131148,1,0.0128205128205128,7,0,0,0
Monaco Grand Prix,HAM,2,HARD,23,26.024,41.13399999999999,1,0.4102564102564102,6,0,0,0
Monaco Grand Prix,HAM,3,INTERMEDIATE,24,24.90952380952381,35.87142857142857,1,0.7051282051282052,8,0,0,0
Monaco Grand Prix,HUL,1,MEDIUM,1,26.728571428571428,45.73428571428572,1,0.0128205128205128,7,0,0,0
Monaco Grand Prix,HUL,2,HARD,52,25.635820895522382,40.0776119402985,1,0.0256410256410256,9,0,0,0
Monaco Grand Prix,HUL,3,INTERMEDIATE,5,25.7,36.94545454545455,1,0.7051282051282052,4,0,0,0
Monaco Grand Prix,HUL,4,WET,17,24.72222222222222,33.2,1,0.7692307692307693,3,0,0,0
Monaco Grand Prix,LEC,1,HARD,44,25.79384615384616,41.49230769230769,1,0.0128205128205128,7,0,0,0
Monaco Grand Prix,LEC,2,MEDIUM,11,26.147222222222226,42.36944444444444,1,0.5769230769230769,4,0,0,0
Monaco Grand Prix,LEC,3,INTERMEDIATE,23,24.9075,36.23,1,0.717948717948718,10,0,0,0
Monaco Grand Prix,MAG,1,HARD,55,25.83370786516853,41.26966292134831,1,0.0128205128205128,13,0,0,0
Monaco Grand Prix,MAG,2,WET,14,25.21034482758621,37.50344827586206,1,0.7307692307692307,8,0,0,0
Monaco Grand Prix,NOR,1,MEDIUM,50,25.887804878048783,41.45121951219512,1,0.0128205128205128,7,0,0,0
Monaco Grand Prix,NOR,2,HARD,4,26.095652173913045,43.2695652173913,1,0.6538461538461539,5,0,0,0
Monaco Grand Prix,NOR,3,INTERMEDIATE,23,24.91351351351351,35.68378378378378,1,0.7051282051282052,8,0,0,0
Monaco Grand Prix,OCO,1,MEDIUM,32,25.89032258064516,43.07258064516129,1,0.0128205128205128,9,0,0,0
Monaco Grand Prix,OCO,2,HARD,22,26.143636363636364,41.69818181818182,1,0.4230769230769231,2,0,0,0
Monaco Grand Prix,OCO,3,INTERMEDIATE,24,25.15777777777777,36.13333333333333,1,0.7051282051282052,10,0,0,0
Monaco Grand Prix,PER,1,MEDIUM,1,27.048387096774192,45.34193548387096,1,0.0128205128205128,7,0,0,0
Monaco Grand Prix,PER,2,HARD,33,25.91346153846154,41.99615384615385,1,0.0256410256410256,7,0,0,0
Monaco Grand Prix,PER,3,MEDIUM,20,25.71333333333333,38.99666666666667,0,0.4487179487179487,1,0,0,0
Monaco Grand Prix,PER,4,INTERMEDIATE,4,26.183333333333334,40.97222222222222,1,0.6923076923076923,3,0,0,0
Monaco Grand Prix,PER,5,WET,13,23.37692307692308,28.17692307692308,1,0.7435897435897436,5,0,0,0
Monaco Grand Prix,PER,6,INTERMEDIATE,6,23.85,30.28333333333333,1,0.9102564102564102,0,0,0,0
Monaco Grand Prix,PIA,1,HARD,54,25.78333333333333,41.26904761904762,1,0.0128205128205128,9,0,0,0
Monaco Grand Prix,PIA,2,INTERMEDIATE,23,25.241666666666664,38.10625,1,0.7051282051282052,9,0,0,0
Monaco Grand Prix,RUS,1,HARD,54,25.85421686746988,41.15903614457831,1,0.0128205128205128,7,0,0,0
Monaco Grand Prix,RUS,2,INTERMEDIATE,24,25.45357142857143,38.39821428571429,1,0.7051282051282052,13,0,0,0
Monaco Grand Prix,SAI,1,HARD,33,26.04179104477612,42.93134328358209,1,0.0128205128205128,9,0,0,0
Monaco Grand Prix,SAI,2,MEDIUM,21,25.98913043478261,41.43695652173913,1,0.4358974358974359,1,0,0,0
Monaco Grand Prix,SAI,3,INTERMEDIATE,23,24.87142857142857,34.79714285714286,1,0.717948717948718,8,0,0,0
Monaco Grand Prix,SAR,1,MEDIUM,20,26.09807692307692,44.00576923076923,1,0.0128205128205128,11,0,0,0
Monaco Grand Prix,SAR,2,HARD,3,26.723809523809525,43.647619047619045,1,0.2692307692307692,2,0,0,0
Monaco Grand Prix,SAR,3,SOFT,29,25.328125,38.003125,1,0.3076923076923077,2,0,0,0
Monaco Grand Prix,SAR,4,INTERMEDIATE,24,25.45849056603773,37.83773584905661,1,0.6794871794871795,10,0,0,0
Monaco Grand Prix,STR,1,HARD,52,25.698666666666668,41.16266666666667,0,0.0128205128205128,10,0,0,0
Monaco Grand Prix,STR,2,INTERMEDIATE,2,26.23478260869565,44.34347826086957,1,0.6666666666666666,5,0,0,0
Monaco Grand Prix,TSU,1,MEDIUM,53,25.725301204819274,41.36867469879518,1,0.0128205128205128,8,0,0,0
Monaco Grand Prix,TSU,2,INTERMEDIATE,23,25.454,37.688,1,0.6923076923076923,10,0,0,0
Monaco Grand Prix,VER,1,MEDIUM,55,25.93736263736264,41.35054945054945,1,0.0128205128205128,11,0,0,0
Monaco Grand Prix,VER,2,INTERMEDIATE,23,25.174468085106383,37.70638297872341,1,0.717948717948718,15,0,0,0
Monaco Grand Prix,ZHO,1,SOFT,1,26.57241379310345,46.04827586206897,1,0.0128205128205128,5,0,0,0
Monaco Grand Prix,ZHO,2,HARD,51,25.50952380952381,40.1015873015873,1,0.0256410256410256,7,0,0,0
Monaco Grand Prix,ZHO,3,INTERMEDIATE,25,24.558823529411764,33.59705882352941,1,0.6794871794871795,12,0,0,0
Qatar Grand Prix,ALB,1,MEDIUM,18,31.44,36.95333333333333,1,0.0175438596491228,1,1,0,0
Qatar Grand Prix,ALB,2,MEDIUM,13,31.27692307692308,36.76153846153846,1,0.3333333333333333,0,0,0,0
Qatar Grand Prix,ALB,3,HARD,13,31.22307692307692,36.13846153846154,1,0.5614035087719298,2,0,0,0
Qatar Grand Prix,ALB,4,HARD,13,31.0,36.00769230769231,1,0.7894736842105263,0,0,0,0
Qatar Grand Prix,ALO,1,MEDIUM,16,31.4625,37.0875,0,0.0175438596491228,1,1,0,0
Qatar Grand Prix,ALO,2,MEDIUM,20,31.326666666666664,36.72,0,0.2105263157894736,0,0,0,0
Qatar Grand Prix,ALO,3,HARD,18,31.26111111111112,36.43333333333333,1,0.4736842105263157,2,0,0,0
Qatar Grand Prix,ALO,4,MEDIUM,13,30.99230769230769,35.95384615384615,1,0.7894736842105263,0,0,0,0
Qatar Grand Prix,BOT,1,SOFT,4,31.5,37.4,0,0.0175438596491228,1,1,0,0
Qatar Grand Prix,BOT,2,MEDIUM,18,31.41176470588235,36.90588235294118,1,0.087719298245614,0,0,0,0
Qatar Grand Prix,BOT,3,HARD,18,31.28888888888889,36.638888888888886,1,0.3859649122807017,1,0,0,0
Qatar Grand Prix,BOT,4,HARD,19,31.04444444444444,35.96111111111111,0,0.7017543859649122,1,0,0,0
Qatar Grand Prix,GAS,1,MEDIUM,18,31.4625,37.1125,0,0.0175438596491228,1,1,0,0
Qatar Grand Prix,GAS,2,MEDIUM,20,31.33333333333333,36.70666666666667,0,0.2105263157894736,0,0,0,0
Qatar Grand Prix,GAS,3,HARD,18,31.26111111111112,36.394444444444446,1,0.4736842105263157,2,0,0,0
Qatar Grand Prix,GAS,4,MEDIUM,13,31.0,36.00769230769231,1,0.7894736842105263,0,0,0,0
Qatar Grand Prix,HUL,1,MEDIUM,20,31.45,37.11,0,0.0175438596491228,1,1,0,0
Qatar Grand Prix,HUL,2,HARD,14,31.31428571428572,36.73571428571428,1,0.2456140350877192,0,0,0,0
Qatar Grand Prix,HUL,3,MEDIUM,18,31.291666666666668,36.56666666666667,0,0.4912280701754385,1,0,0,0
Qatar Grand Prix,HUL,4,HARD,17,31.047058823529408,35.95294117647059,1,0.7017543859649122,1,0,0,0
Qatar Grand Prix,LAW,1,SOFT,1,31.5,37.4,1,0.0175438596491228,1,1,0,0
Qatar Grand Prix,LAW,2,HARD,18,31.405882352941177,36.92352941176471,1,0.087719298245614,0,0,0,0
Qatar Grand Prix,LAW,3,HARD,18,31.272222222222226,36.61666666666667,1,0.3859649122807017,1,0,0,0
Qatar Grand Prix,LAW,4,MEDIUM,17,31.047058823529408,35.97058823529412,1,0.7017543859649122,1,0,0,0
Qatar Grand Prix,LEC,1,MEDIUM,20,31.466666666666665,37.02222222222222,0,0.0175438596491228,1,1,0,0
Qatar Grand Prix,LEC,2,MEDIUM,20,31.33076923076923,36.72307692307693,0,0.2280701754385964,0,0,0,0
Qatar Grand Prix,LEC,3,HARD,18,31.27777777777778,36.49444444444444,1,0.4561403508771929,2,0,0,0
Qatar Grand Prix,LEC,4,MEDIUM,14,31.00714285714286,35.957142857142856,1,0.7719298245614035,0,0,0,0
Qatar Grand Prix,MAG,1,SOFT,1,31.5,37.4,1,0.0175438596491228,1,1,0,0
Qatar Grand Prix,MAG,2,MEDIUM,18,31.41176470588235,36.9,1,0.087719298245614,0,0,0,0
Qatar Grand Prix,MAG,3,HARD,18,31.27777777777778,36.61666666666667,1,0.3859649122807017,2,0,0,0
Qatar Grand Prix,MAG,4,HARD,17,31.052941176470583,35.98235294117647,1,0.7017543859649122,1,0,0,0
Qatar Grand Prix,NOR,1,MEDIUM,20,31.45,37.11,0,0.0175438596491228,1,1,0,0
Qatar Grand Prix,NOR,2,MEDIUM,20,31.31428571428572,36.67142857142857,0,0.2456140350877192,0,0,0,0
Qatar Grand Prix,NOR,3,MEDIUM,17,31.264705882352946,36.41764705882353,1,0.4912280701754385,2,0,0,0
Qatar Grand Prix,NOR,4,HARD,13,31.00769230769231,36.02307692307692,1,0.7894736842105263,0,0,0,0
Qatar Grand Prix,OCO,1,MEDIUM,17,31.47142857142857,37.08571428571429,0,0.0175438596491228,1,1,0,0
Qatar Grand Prix,OCO,2,MEDIUM,20,31.346666666666668,36.77333333333333,0,0.1929824561403508,0,0,0,0
Qatar Grand Prix,OCO,3,HARD,18,31.272222222222226,36.47777777777778,1,0.4561403508771929,2,0,0,0
Qatar Grand Prix,OCO,4,MEDIUM,14,31.0,35.94285714285714,1,0.7719298245614035,0,0,0,0
Qatar Grand Prix,PER,1,HARD,17,31.442857142857143,36.99285714285714,1,0.0175438596491228,1,1,0,0
Qatar Grand Prix,PER,2,MEDIUM,20,31.27857142857143,36.76428571428572,0,0.3157894736842105,0,0,0,0
Qatar Grand Prix,PER,3,MEDIUM,18,31.23333333333333,36.175,0,0.5614035087719298,2,0,0,0
Qatar Grand Prix,PER,4,MEDIUM,14,31.00714285714286,35.99285714285714,1,0.7719298245614035,0,0,0,0
Qatar Grand Prix,PIA,1,MEDIUM,18,31.466666666666665,37.02222222222222,0,0.0175438596491228,1,1,0,0
Qatar Grand Prix,PIA,2,MEDIUM,20,31.33076923076923,36.72307692307693,0,0.2280701754385964,0,0,0,0
Qatar Grand Prix,PIA,3,MEDIUM,18,31.27777777777778,36.50555555555556,1,0.4561403508771929,2,0,0,0
Qatar Grand Prix,PIA,4,HARD,14,31.014285714285712,35.964285714285715,1,0.7719298245614035,0,0,0,0
Qatar Grand Prix,RUS,1,MEDIUM,8,31.5,37.4,0,0.0175438596491228,1,1,0,0
Qatar Grand Prix,RUS,2,MEDIUM,20,31.454545454545453,37.09090909090909,0,0.0526315789473684,0,1,0,0
Qatar Grand Prix,RUS,3,MEDIUM,18,31.30555555555556,36.77777777777778,1,0.2631578947368421,0,0,0,0
Qatar Grand Prix,RUS,4,HARD,18,31.172222222222224,36.105555555555554,1,0.5789473684210527,2,0,0,0
Qatar Grand Prix,RUS,5,SOFT,10,30.957142857142856,35.885714285714286,0,0.8947368421052632,0,0,0,0
Qatar Grand Prix,SAR,1,MEDIUM,13,31.45,37.11,1,0.0175438596491228,1,1,0,0
Qatar Grand Prix,SAR,2,MEDIUM,13,31.315384615384616,36.73076923076923,1,0.2456140350877192,0,0,0,0
Qatar Grand Prix,SAR,3,HARD,14,31.285714285714285,36.55,1,0.4736842105263157,2,0,0,0
Qatar Grand Prix,STR,1,MEDIUM,9,31.5,37.4,0,0.0175438596491228,1,1,0,0
Qatar Grand Prix,STR,2,MEDIUM,18,31.41176470588235,36.90588235294118,1,0.087719298245614,0,0,0,0
Qatar Grand Prix,STR,3,HARD,18,31.28333333333333,36.62222222222223,1,0.3859649122807017,1,0,0,0
Qatar Grand Prix,STR,4,MEDIUM,18,31.04444444444444,35.96111111111111,1,0.7017543859649122,1,0,0,0
Qatar Grand Prix,TSU,1,MEDIUM,9,31.48333333333333,37.15,1,0.0175438596491228,1,1,0,0
Qatar Grand Prix,TSU,2,MEDIUM,13,31.37692307692308,36.83846153846154,1,0.175438596491228,0,0,0,0
Qatar Grand Prix,TSU,3,HARD,18,31.27777777777778,36.59444444444445,1,0.4035087719298245,2,0,0,0
Qatar Grand Prix,TSU,4,HARD,16,31.0375,35.95,1,0.7192982456140351,0,0,0,0
Qatar Grand Prix,VER,1,MEDIUM,20,31.464285714285715,36.96428571428572,0,0.0175438596491228,1,1,0,0
Qatar Grand Prix,VER,2,MEDIUM,20,31.3,36.78823529411765,0,0.3157894736842105,1,0,0,0
Qatar Grand Prix,VER,3,HARD,17,31.147058823529413,36.07058823529412,1,0.6140350877192983,1,0,0,0
Qatar Grand Prix,VER,4,MEDIUM,6,30.95,35.916666666666664,1,0.912280701754386,0,0,0,0
Qatar Grand Prix,ZHO,1,MEDIUM,18,31.44,36.95333333333333,1,0.0175438596491228,1,1,0,0
Qatar Grand Prix,ZHO,2,HARD,17,31.3,36.794117647058826,1,0.3333333333333333,1,0,0,0
Qatar Grand Prix,ZHO,3,HARD,17,31.105882352941173,36.02941176470589,1,0.631578947368421,1,0,0,0
Qatar Grand Prix,ZHO,4,SOFT,5,30.94,35.739999999999995,1,0.9298245614035088,0,0,0,0
Saudi Arabian Grand Prix,ALB,1,MEDIUM,17,26.478125,33.2375,1,0.02,1,1,0,0
Saudi Arabian Grand Prix,ALB,2,HARD,9,26.59259259259259,35.53333333333333,1,0.38,0,1,0,0
Saudi Arabian Grand Prix,ALO,1,MEDIUM,18,26.47741935483871,32.87096774193548,1,0.02,2,1,0,0
Saudi Arabian Grand Prix,ALO,2,HARD,33,26.24102564102564,32.217948717948715,0,0.42,0,0,0,0
Saudi Arabian Grand Prix,BOT,1,MEDIUM,9,26.603125,36.1375,1,0.02,0,0,0,0
Saudi Arabian Grand Prix,BOT,2,HARD,8,26.435,32.025,1,0.2,1,1,0,0
Saudi Arabian Grand Prix,BOT,3,MEDIUM,18,26.40571428571429,33.565714285714286,1,0.38,1,6,0,0
Saudi Arabian Grand Prix,BOT,4,SOFT,14,26.423333333333336,32.053333333333335,1,0.72,3,7,0,0
Saudi Arabian Grand Prix,DEV,1,MEDIUM,17,26.43611111111112,35.34722222222222,1,0.02,1,1,0,0
Saudi Arabian Grand Prix,DEV,2,HARD,33,26.21914893617021,31.738297872340425,1,0.38,2,4,0,0
Saudi Arabian Grand Prix,GAS,1,MEDIUM,14,26.61176470588235,33.34705882352941,1,0.02,0,0,0,0
Saudi Arabian Grand Prix,GAS,2,HARD,36,26.329310344827583,33.334482758620695,1,0.3,1,3,0,0
Saudi Arabian Grand Prix,HAM,1,HARD,18,26.516666666666666,34.68611111111111,1,0.02,2,1,0,0
Saudi Arabian Grand Prix,HAM,2,MEDIUM,32,26.226190476190474,32.12857142857143,1,0.42,0,0,0,0
Saudi Arabian Grand Prix,HUL,1,MEDIUM,11,26.51538461538461,35.18846153846154,1,0.02,0,0,0,0
Saudi Arabian Grand Prix,HUL,2,HARD,39,26.273076923076925,32.00961538461539,1,0.24,1,3,0,0
Saudi Arabian Grand Prix,LEC,1,SOFT,16,26.544444444444444,34.849999999999994,1,0.02,0,0,0,0
